,start1,end1,start2,end2,col
829,1103986741,1103986741,1440871979,1440871979,23
828,1099031920,1099031920,1436264010,1436264010,23
834,879014521,879014521,1304066473,1304066473,23
830,3372663071,3372663071,3616955453,3616955453,23
832,4772668995,4772668995,4695811689,4695811689,23
833,878062018,878062018,1303064769,1303064769,23
835,881620444,881620444,1269347912,1269347912,23
836,1046998274,1046998274,1385018853,1385018853,23
837,1039734188,1039734188,1377292048,1377292048,23
838,938207389,938207389,1369048864,1369048864,23
831,4765272766,4765272766,784752751,784752751,23
803,3674208458,3674208458,4776094864,4776094864,22
807,3671448471,3671448471,4777364765,4777364765,22
806,3671484765,3671484765,4777322798,4777322798,22
805,3675458839,3675458839,4775295520,4775295520,22
804,3674410778,3674410778,4775946129,4775946129,22
799,3672692580,3672692580,4776922251,4776922251,22
802,3674136162,3674136162,4776138241,4776138241,22
801,3673001652,3673001652,4776708816,4776708816,22
800,3672911784,3672911784,4776837927,4776837927,22
798,3887120393,3887120393,2570436403,2570436403,22
809,3878635943,3878635943,2617477033,2617477033,22
808,3879261636,3879261636,2616686442,2616686442,22
813,4249395902,4249395902,4656007642,4656007642,22
810,3878598911,3878598911,2617565769,2617565769,22
816,3905985186,3905985186,2571257995,2571257995,22
820,3892284008,3892284008,2575028036,2575028036,22
818,3876276940,3876276940,2446444089,2446444089,22
817,3877707274,3877707274,2618537104,2618537104,22
819,3876749503,3876749503,2446952886,2446952886,22
815,3904578234,3904578234,2606251690,2606251690,22
814,4251717104,4251717104,4664533673,4664533673,22
811,4242723746,4242723746,4667253725,4667253725,22
812,4241500097,4241500097,4648527762,4648527762,22
789,3362021551,3362021551,3598062502,3598062502,21
780,3407285755,3407285755,3577645178,3577645178,21
781,4736314910,4736314910,4941866688,4941866688,21
782,3351225375,3351225375,3585444592,3585444592,21
783,3357196488,3357196488,3589402681,3589402681,21
784,3363991049,3363991049,3600227746,3600227746,21
785,3372693057,3372693057,3616741672,3616741672,21
787,3373501434,3373501434,3647682500,3647682500,21
788,3367712453,3367712453,3645337723,3645337723,21
786,3372728005,3372728005,3616690858,3616690858,21
790,3360664905,3360664905,3596082225,3596082225,21
792,3406175276,3406175276,3542640290,3542640290,21
793,3365581363,3365581363,3613900744,3613900744,21
794,3424912937,3424912937,3521686987,3521686987,21
795,3424808561,3424808561,3521597790,3521597790,21
796,3390061577,3390061577,4044348267,4044348267,21
797,3395481779,3395481779,3508397128,3508397128,21
791,3366293042,3366293042,3614951783,3614951783,21
753,2381738702,2381738702,2365112691,2365112691,20
760,3276286307,3276286307,4735086618,4735086618,20
759,3281711084,3281711084,4739354896,4739354896,20
758,3282272405,3282272405,4739672765,4739672765,20
757,3289542949,3289542949,4744239384,4744239384,20
756,3286896680,3286896680,4742414135,4742414135,20
745,415659356,415659356,3114628467,3114628467,20
754,3683236512,3683236512,4771228981,4771228981,20
749,2307454147,2307454147,2363359510,2363359510,20
752,2381311106,2381311106,2364786960,2364786960,20
751,2302982310,2302982310,2364655278,2364655278,20
750,2307611722,2307611722,2364131336,2364131336,20
748,2307416789,2307416789,2363256692,2363256692,20
747,3265258853,3265258853,4720390303,4720390303,20
746,3265441553,3265441553,4720533837,4720533837,20
762,3274753886,3274753886,4733184514,4733184514,20
761,3276207341,3276207341,4735040724,4735040724,20
755,3267665765,3267665765,4723873688,4723873688,20
763,3272690246,3272690246,4730864952,4730864952,20
772,3242599713,3242599713,4701369787,4701369787,20
764,3261947951,3261947951,4716843933,4716843933,20
778,3302045341,3302045341,4752656777,4752656777,20
777,3303211620,3303211620,4754192695,4754192695,20
776,3303334537,3303334537,4754329609,4754329609,20
775,3292048985,3292048985,4746358493,4746358493,20
774,3240273464,3240273464,4698689640,4698689640,20
773,3238171200,3238171200,4694342990,4694342990,20
779,3301391068,3301391068,4753410263,4753410263,20
771,3249036041,3249036041,4696056614,4696056614,20
769,3252322392,3252322392,4706140282,4706140282,20
768,3333650422,3333650422,4765615525,4765615525,20
767,3327909391,3327909391,4764003614,4764003614,20
766,3234520204,3234520204,4712477752,4712477752,20
765,3234345756,3234345756,4712512230,4712512230,20
770,3252254404,3252254404,4706055352,4706055352,20
722,2554175882,2554175882,2329725559,2329725559,19
727,2406412056,2406412056,2393657632,2393657632,19
726,2541702206,2541702206,2317698201,2317698201,19
725,2544806509,2544806509,2322169433,2322169433,19
724,2548780775,2548780775,2325260872,2325260872,19
723,2549103929,2549103929,2325503153,2325503153,19
719,2563103502,2563103502,2337227031,2337227031,19
721,2561213095,2561213095,883538691,883538691,19
720,2562544200,2562544200,2336081189,2336081189,19
718,2324238973,2324238973,5033888016,5033888016,19
717,2443694464,2443694464,2407385552,2407385552,19
716,2434872537,2434872537,2414252239,2414252239,19
715,2744289268,2744289268,3745009102,3745009102,19
729,2401787742,2401787742,2382240022,2382240022,19
728,2402440498,2402440498,2382978560,2382978560,19
732,2453247722,2453247722,2348492230,2348492230,19
730,2401601868,2401601868,2382100176,2382100176,19
739,2489611661,2489611661,1739562806,1739562806,19
731,2393261709,2393261709,2375802943,2375802943,19
744,2520513213,2520513213,2303027957,2303027957,19
743,2511127705,2511127705,2295899671,2295899671,19
742,2500099498,2500099498,2288756729,2288756729,19
740,2491095479,2491095479,2282988167,2282988167,19
741,2491772170,2491772170,2283330507,2283330507,19
738,2486178167,2486178167,2279443395,2279443395,19
737,2485449925,2485449925,2278566153,2278566153,19
736,2460849520,2460849520,2262084301,2262084301,19
735,2456856759,2456856759,2343829733,2343829733,19
734,2455742674,2455742674,2344786790,2344786790,19
733,2453490565,2453490565,2347579850,2347579850,19
692,306327328,306327328,2862552824,2862552824,18
698,303938821,303938821,2864545289,2864545289,18
697,298870423,298870423,2867798079,2867798079,18
696,297578294,297578294,2869059442,2869059442,18
695,290493689,290493689,2876130751,2876130751,18
693,281605421,281605421,2882363271,2882363271,18
700,237323525,237323525,2918362239,2918362239,18
691,312923596,312923596,2857731095,2857731095,18
690,320243577,320243577,2851209529,2851209529,18
689,331911256,331911256,2841091956,2841091956,18
688,332145280,332145280,2840373096,2840373096,18
687,336382024,336382024,2836927715,2836927715,18
686,345041657,345041657,2829892274,2829892274,18
699,263058540,263058540,2898595633,2898595633,18
694,284181820,284181820,2880011744,2880011744,18
701,230231010,230231010,2923767788,2923767788,18
708,398285036,398285036,3097291589,3097291589,18
714,440509735,440509735,3100023223,3100023223,18
712,449999168,449999168,3105013940,3105013940,18
711,450189576,450189576,3105157953,3105157953,18
710,450642639,450642639,3105269303,3105269303,18
709,398332107,398332107,3097332926,3097332926,18
713,442716155,442716155,3101165450,3101165450,18
707,377882098,377882098,3093054416,3093054416,18
706,376650940,376650940,3092365110,3092365110,18
705,367563632,367563632,3112748104,3112748104,18
704,210304075,210304075,2941043989,2941043989,18
703,223721260,223721260,5122732383,5122732383,18
702,225849638,225849638,2927277937,2927277937,18
650,4506676734,4506676734,5010892080,5010892080,17
645,4475609502,4475609502,2730098465,2730098465,17
646,4487010047,4487010047,2724220729,2724220729,17
647,4488217170,4488217170,2723641059,2723641059,17
648,4498527917,4498527917,2718033548,2718033548,17
649,4501127095,4501127095,2716900386,2716900386,17
654,4533601736,4533601736,5157956199,5157956199,17
651,4525555462,4525555462,2702665266,2702665266,17
653,4532715307,4532715307,4612293129,4612293129,17
655,4533756382,4533756382,2481214186,2481214186,17
656,4575493227,4575493227,2479106228,2479106228,17
643,4467657682,4467657682,4221918578,4221918578,17
644,4468579269,4468579269,4220303022,4220303022,17
636,4640867126,4640867126,2739298886,2739298886,17
642,4465475839,4465475839,4628952027,4628952027,17
641,4451748161,4451748161,4208966557,4208966557,17
640,4379201320,4379201320,4160246947,4160246947,17
639,4582205166,4582205166,2511162427,2511162427,17
638,4626139672,4626139672,2547242221,2547242221,17
637,4595623436,4595623436,3448767647,3448767647,17
658,4573423334,4573423334,2478075934,2478075934,17
635,4540970941,4540970941,1287268077,1287268077,17
634,141321380,141321380,4935094089,4935094089,17
633,4615085377,4615085377,2736410574,2736410574,17
632,4629110075,4629110075,2737019174,2737019174,17
631,4653868406,4653868406,2495638078,2495638078,17
657,4575377294,4575377294,2478983179,2478983179,17
652,4530432623,4530432623,2482987440,2482987440,17
659,4569514445,4569514445,2696568016,2696568016,17
673,3784283527,3784283527,4515874867,4515874867,17
660,3780074936,3780074936,4522518516,4522518516,17
684,3765028271,3765028271,4540351912,4540351912,17
683,3764966199,3764966199,4540460107,4540460107,17
682,3795821323,3795821323,4534220243,4534220243,17
681,3794556955,3794556955,4534131740,4534131740,17
680,3791113186,3791113186,4532298715,4532298715,17
679,3788729627,3788729627,4530840963,4530840963,17
678,3787850329,3787850329,4529283938,4529283938,17
677,3786876126,3786876126,4528718317,4528718317,17
676,3783267270,3783267270,4514873101,4514873101,17
675,3783870434,3783870434,4691636725,4691636725,17
674,3784192508,3784192508,4515727718,4515727718,17
685,3765123302,3765123302,4540268926,4540268926,17
672,3784792263,3784792263,4516142213,4516142213,17
665,3782749866,3782749866,4517736352,4517736352,17
671,3747177671,3747177671,4548489842,4548489842,17
662,3778547553,3778547553,4525712910,4525712910,17
663,3785787216,3785787216,4516770003,4516770003,17
664,3786359862,3786359862,4517147824,4517147824,17
661,3779988498,3779988498,4522550153,4522550153,17
666,3781447668,3781447668,4519560439,4519560439,17
667,3781202088,3781202088,4519801298,4519801298,17
668,3750557947,3750557947,4557845041,4557845041,17
669,3739683037,3739683037,4554111136,4554111136,17
670,3747636655,3747636655,4548682245,4548682245,17
595,2355382123,2355382123,5014450169,5014450169,16
591,2273661284,2273661284,5023034841,5023034841,16
592,2298192295,2298192295,5016054649,5016054649,16
593,2352055009,2352055009,5015194337,5015194337,16
594,2355275632,2355275632,5014490495,5014490495,16
597,2365449937,2365449937,5011543999,5011543999,16
596,2355436541,2355436541,5014435617,5014435617,16
601,2374227360,2374227360,5025420236,5025420236,16
598,2365554088,2365554088,5011435189,5011435189,16
599,2366771555,2366771555,5011155829,5011155829,16
600,2376984519,2376984519,5008398181,5008398181,16
589,2265991633,2265991633,5021036741,5021036741,16
590,2268377594,2268377594,5021648502,5021648502,16
583,2329058759,2329058759,5035997548,5035997548,16
588,2291450891,2291450891,5018666115,5018666115,16
587,3103633986,3103633986,5018630388,5018630388,16
586,2329702631,2329702631,5036316531,5036316531,16
585,2329242377,2329242377,5036148017,5036148017,16
584,2329141676,2329141676,5036114056,5036114056,16
576,2303996101,2303996101,5059719701,5059719701,16
581,2309732889,2309732889,5028351251,5028351251,16
580,2310162960,2310162960,5028470972,5028470972,16
579,2310392917,2310392917,5028564499,5028564499,16
578,2309114769,2309114769,5055066331,5055066331,16
577,2347085700,2347085700,5057336862,5057336862,16
603,2373805313,2373805313,5025693358,5025693358,16
602,2373975613,2373975613,5025480245,5025480245,16
582,2318566648,2318566648,5031403308,5031403308,16
604,2373446051,2373446051,5025799404,5025799404,16
618,4177227343,4177227343,4621373134,4621373134,16
605,2273501484,2273501484,5022969894,5022969894,16
630,4144625546,4144625546,4637185712,4637185712,16
628,4153270454,4153270454,3389105748,3389105748,16
627,4152550283,4152550283,4643094507,4643094507,16
626,4153291852,4153291852,4629923377,4629923377,16
625,4163350969,4163350969,4630438533,4630438533,16
624,4171921134,4171921134,4617493408,4617493408,16
623,4172064135,4172064135,4617395188,4617395188,16
622,4181013520,4181013520,4619093556,4619093556,16
621,4180897970,4180897970,4619153531,4619153531,16
620,4180408196,4180408196,4619291418,4619291418,16
619,4179809863,4179809863,4620048444,4620048444,16
629,4144519793,4144519793,4637348546,4637348546,16
617,4177247366,4177247366,4621397645,4621397645,16
610,180829231,180829231,4008493778,4008493778,16
616,4173442758,4173442758,4627235345,4627235345,16
606,2292215115,2292215115,5017956255,5017956255,16
608,144286153,144286153,2776073975,2776073975,16
609,165766661,165766661,2784709198,2784709198,16
607,96148917,96148917,2767739903,2767739903,16
611,180876186,180876186,2799549523,2799549523,16
612,180957151,180957151,2799675812,2799675812,16
613,181601631,181601631,2800836851,2800836851,16
614,203144858,203144858,2818582114,2818582114,16
615,205678354,205678354,2821101184,2821101184,16
550,2676788111,2676788111,3762440471,3762440471,15
540,2585148404,2585148404,3640522259,3640522259,15
549,2676810629,2676810629,3762515258,3762515258,15
548,2650554474,2650554474,3638517811,3638517811,15
547,2672269870,2672269870,3056386370,3056386370,15
546,2671648687,2671648687,3736217907,3736217907,15
545,2667736990,2667736990,3729843136,3729843136,15
544,2669781105,2669781105,3732410950,3732410950,15
543,2670376791,2670376791,3058708353,3058708353,15
542,2617739570,2617739570,3662132886,3662132886,15
541,2632922471,2632922471,4951239989,4951239989,15
534,2577483620,2577483620,3698271578,3698271578,15
539,2586293495,2586293495,3626808392,3626808392,15
538,2586332445,2586332445,3626890026,3626890026,15
537,2584030678,2584030678,3630160131,3630160131,15
536,2579646504,2579646504,3695659334,3695659334,15
535,2578147792,2578147792,3697469713,3697469713,15
532,2600758149,2600758149,3705219362,3705219362,15
531,2655891236,2655891236,3641958007,3641958007,15
530,644413825,644413825,959478134,959478134,15
529,654635437,654635437,969830663,969830663,15
552,2683434468,2683434468,3780033426,3780033426,15
551,2655133486,2655133486,3697122361,3697122361,15
533,2577416959,2577416959,3698388362,3698388362,15
553,2679826637,2679826637,3772297711,3772297711,15
565,2706159603,2706159603,3801300592,3801300592,15
554,2651978541,2651978541,3634971208,3634971208,15
575,2732804067,2732804067,3760501849,3760501849,15
573,2730053391,2730053391,871638147,871638147,15
572,2727177722,2727177722,3817869706,3817869706,15
571,2721343353,2721343353,3812464639,3812464639,15
570,2719413363,2719413363,3811149324,3811149324,15
569,2718433324,2718433324,3810889150,3810889150,15
568,2709389390,2709389390,3804029881,3804029881,15
567,2709089157,2709089157,3803791507,3803791507,15
566,2707339174,2707339174,3802296133,3802296133,15
574,2732644730,2732644730,3760724598,3760724598,15
564,2702442247,2702442247,3799169608,3799169608,15
558,2689483538,2689483538,3785507384,3785507384,15
563,2699775312,2699775312,3795509048,3795509048,15
555,2683814853,2683814853,3780391584,3780391584,15
557,2686579777,2686579777,3783692250,3783692250,15
556,2683938183,2683938183,3780636503,3780636503,15
559,2689833464,2689833464,3786148769,3786148769,15
560,2696887993,2696887993,3792705227,3792705227,15
561,2697996388,2697996388,3793976026,3793976026,15
562,2698572930,2698572930,3794352108,3794352108,15
500,3527665992,3527665992,2448267061,2448267061,14
507,4936718588,4936718588,539026532,539026532,14
506,4936769361,4936769361,539126788,539126788,14
505,1029292408,1029292408,1216472981,1216472981,14
504,4881190648,4881190648,4687965712,4687965712,14
503,4881326035,4881326035,444362843,444362843,14
502,1035162810,1035162810,1191059125,1191059125,14
501,4962863592,4962863592,425297951,425297951,14
495,4962029763,4962029763,427269880,427269880,14
499,5069405717,5069405717,567602010,567602010,14
498,5069536836,5069536836,3315965943,3315965943,14
497,4832865745,4832865745,546029324,546029324,14
496,4995860202,4995860202,809003389,809003389,14
494,4952799866,4952799866,471416121,471416121,14
493,5110320284,5110320284,533629176,533629176,14
492,5110050835,5110050835,533406896,533406896,14
491,5108883351,5108883351,531862636,531862636,14
510,3815168928,3815168928,3949182666,3949182666,14
509,3804684300,3804684300,3979067216,3979067216,14
508,3806826007,3806826007,3969965877,3969965877,14
511,3823852053,3823852053,3942466925,3942466925,14
521,3832480956,3832480956,3902563697,3902563697,14
512,3850339676,3850339676,3939698678,3939698678,14
528,3807450730,3807450730,3960846759,3960846759,14
527,3808708589,3808708589,3977425899,3977425899,14
525,3839769795,3839769795,3910844951,3910844951,14
524,3839647761,3839647761,3910779656,3910779656,14
523,3839032629,3839032629,3908999645,3908999645,14
522,3838317485,3838317485,3908349541,3908349541,14
526,3801712873,3801712873,3957841132,3957841132,14
520,3831112970,3831112970,3901067614,3901067614,14
518,3830697402,3830697402,3900470669,3900470669,14
517,3829331239,3829331239,3956270019,3956270019,14
516,3829962767,3829962767,3898516839,3898516839,14
515,3857974399,3857974399,3925631613,3925631613,14
514,3854676784,3854676784,3930696573,3930696573,14
519,3830773891,3830773891,3900680892,3900680892,14
513,3850351814,3850351814,3939764279,3939764279,14
470,1188748185,1188748185,1519333757,1519333757,13
475,1234985512,1234985512,1565772021,1565772021,13
474,421912267,421912267,2832038294,2832038294,13
473,1219098309,1219098309,1549378861,1549378861,13
472,1194401477,1194401477,1524565662,1524565662,13
471,1192246492,1192246492,3826777915,3826777915,13
467,1171418776,1171418776,1505102816,1505102816,13
469,1184977711,1184977711,1515952119,1515952119,13
468,1177363609,1177363609,1510140459,1510140459,13
466,1171310743,1171310743,1505001347,1505001347,13
465,1145160034,1145160034,1480219736,1480219736,13
477,1243150159,1243150159,1572428433,1572428433,13
476,1237675192,1237675192,1568144131,1568144131,13
486,1275393683,1275393683,1574506207,1574506207,13
478,1262327720,1262327720,1590153189,1590153189,13
479,1264216223,1264216223,1591784695,1591784695,13
480,1267004353,1267004353,1593651822,1593651822,13
481,1267560788,1267560788,1594256085,1594256085,13
482,1268481713,1268481713,1595471098,1595471098,13
483,1270096233,1270096233,1596867354,1596867354,13
484,1270170884,1270170884,1596929716,1596929716,13
485,1274917353,1274917353,1600533852,1600533852,13
487,1278902155,1278902155,1604645528,1604645528,13
488,1279020247,1279020247,1604731011,1604731011,13
489,1292607978,1292607978,1616242649,1616242649,13
490,1293768486,1293768486,1617212638,1617212638,13
463,1127208247,1127208247,1463378714,1463378714,13
464,1143286396,1143286396,1478262507,1478262507,13
462,4083823849,4083823849,3009270225,3009270225,13
460,1344708205,1344708205,2174366994,2174366994,13
459,4092534324,4092534324,3040410788,3040410788,13
458,4092432925,4092432925,2997222700,2997222700,13
457,2128161149,2128161149,383333437,383333437,13
456,2050249809,2050249809,126835024,126835024,13
461,2235690740,2235690740,387872810,387872810,13
424,3668215876,3668215876,4778992903,4778992903,12
427,3650875594,3650875594,4786278774,4786278774,12
435,694311052,694311052,1008558080,1008558080,12
434,694238128,694238128,1008302574,1008302574,12
432,731188599,731188599,1043743932,1043743932,12
431,731089028,731089028,1043539853,1043539853,12
430,724258017,724258017,1037118571,1037118571,12
429,3714774680,3714774680,4817195540,4817195540,12
428,3650242158,3650242158,4786632916,4786632916,12
423,3664460046,3664460046,4780350382,4780350382,12
426,3650940820,3650940820,4786266276,4786266276,12
425,3651100072,3651100072,4786117911,4786117911,12
437,696347046,696347046,4819955019,4819955019,12
422,3663219101,3663219101,4780813213,4780813213,12
421,3663112776,3663112776,4780845900,4780845900,12
420,3663059528,3663059528,4780879425,4780879425,12
419,3658899133,3658899133,4783465970,4783465970,12
418,3657444850,3657444850,4783861096,4783861096,12
436,694868979,694868979,1009248711,1009248711,12
433,737589166,737589166,1049829042,1049829042,12
438,700102057,700102057,1015121661,1015121661,12
447,4411579523,4411579523,4143916947,4143916947,12
455,626281563,626281563,944109550,944109550,12
454,620159570,620159570,939208320,939208320,12
439,704185792,704185792,1019067501,1019067501,12
452,4645849101,4645849101,2734271116,2734271116,12
451,4312012861,4312012861,4120749368,4120749368,12
450,4312113963,4312113963,4120559584,4120559584,12
449,4309785544,4309785544,4122244214,4122244214,12
448,4404605984,4404605984,4179951349,4179951349,12
453,615544932,615544932,934937877,934937877,12
446,4414225170,4414225170,4146346651,4146346651,12
444,4435052575,4435052575,4195319897,4195319897,12
443,4373837765,4373837765,4151968495,4151968495,12
442,4370187789,4370187789,4142782948,4142782948,12
441,4364913595,4364913595,4139498558,4139498558,12
440,3651480150,3651480150,4785965551,4785965551,12
445,4427021478,4427021478,2664196604,2664196604,12
347,4941926793,4941926793,617097986,617097986,10
370,3626679354,3626679354,5131585203,5131585203,10
371,3627395045,3627395045,5130321779,5130321779,10
372,3628349000,3628349000,5129892921,5129892921,10
373,1814663601,1814663601,1737893853,1737893853,10
349,4918862219,4918862219,606690898,606690898,10
348,4927310380,4927310380,615744016,615744016,10
344,5087060324,5087060324,699586711,699586711,10
346,4942301226,4942301226,4960940394,4960940394,10
345,4845470325,4845470325,662190268,662190268,10
343,5086783262,5086783262,699359995,699359995,10
342,5088790550,5088790550,693873836,693873836,10
341,5094132104,5094132104,688765568,688765568,10
368,3569308333,3569308333,5096467933,5096467933,10
369,3633186522,3633186522,5126805581,5126805581,10
361,3610895849,3610895849,5106724700,5106724700,10
367,3569253117,3569253117,349678377,349678377,10
358,3639504423,3639504423,5122831616,5122831616,10
339,5099398091,5099398091,683366032,683366032,10
353,3597597308,3597597308,5119446368,5119446368,10
354,3597822278,3597822278,5119320245,5119320245,10
355,3558593679,3558593679,5087070271,5087070271,10
356,3583869971,3583869971,5100042168,5100042168,10
357,3587781773,3587781773,5100227845,5100227845,10
359,3637755847,3637755847,5133088690,5133088690,10
366,3625475164,3625475164,5114127585,5114127585,10
360,3636367984,3636367984,5128059511,5128059511,10
350,4916761270,4916761270,604583436,604583436,10
362,3611990745,3611990745,5107637338,5107637338,10
363,3612427290,3612427290,5108104512,5108104512,10
364,3618372606,3618372606,5111331991,5111331991,10
365,3622012031,3622012031,5113073998,5113073998,10
340,5096573773,5096573773,686518272,686518272,10
352,3563170772,3563170772,5122143440,5122143440,10
338,5060309274,5060309274,705942179,705942179,10
328,965367042,965367042,1249121025,1249121025,10
351,4857809161,4857809161,594862245,594862245,10
321,941459404,941459404,1198000953,1198000953,10
337,5054739301,5054739301,712318115,712318115,10
323,945157159,945157159,1222823313,1222823313,10
324,984345603,984345603,1224214416,1224214416,10
325,983947395,983947395,1224822781,1224822781,10
326,983891074,983891074,1225090885,1225090885,10
327,977023965,977023965,1232662698,1232662698,10
322,1015010092,1015010092,1197756900,1197756900,10
329,963407814,963407814,1286211957,1286211957,10
331,874596600,874596600,1305037100,1305037100,10
332,5024411218,5024411218,742024701,742024701,10
333,5028751018,5028751018,730589451,730589451,10
334,5040737066,5040737066,725395856,725395856,10
335,5044806623,5044806623,721003569,721003569,10
336,5051987761,5051987761,59408205,59408205,10
330,962760673,962760673,1285717349,1285717349,10
312,2188887652,2188887652,46613025,46613025,9
307,2227004110,2227004110,4053161,4053161,9
308,2222837026,2222837026,269562,269562,9
309,2212809061,2212809061,19247703,19247703,9
310,2211666953,2211666953,21072435,21072435,9
311,2204793396,2204793396,39980134,39980134,9
316,2096212891,2096212891,3988241025,3988241025,9
313,2192724270,2192724270,50070383,50070383,9
314,2098863952,2098863952,78562140,78562140,9
315,2096967860,2096967860,80492681,80492681,9
318,2078126410,2078126410,98365648,98365648,9
319,2133586674,2133586674,295881055,295881055,9
320,2059334396,2059334396,118334896,118334896,9
317,2089283781,2089283781,88508455,88508455,9
294,2033559220,2033559220,143016685,143016685,9
304,2142590889,2142590889,301369784,301369784,9
290,2021744753,2021744753,154738491,154738491,9
278,1938029543,1938029543,233861516,233861516,9
279,1948088880,1948088880,224495028,224495028,9
280,1948544679,1948544679,224298551,224298551,9
281,1948931185,1948931185,223892996,223892996,9
303,2145598008,2145598008,305319598,305319598,9
283,1968778120,1968778120,205499202,205499202,9
284,1968728398,1968728398,205722345,205722345,9
285,1981887192,1981887192,194419332,194419332,9
286,2016469038,2016469038,161225464,161225464,9
287,2016777618,2016777618,160804258,160804258,9
288,2018259970,2018259970,158462885,158462885,9
289,2021651877,2021651877,155082683,155082683,9
282,1949354543,1949354543,223335221,223335221,9
291,2031717130,2031717130,145027822,145027822,9
298,2238785718,2238785718,4911851460,4911851460,9
292,2031967556,2031967556,144862127,144862127,9
302,2150427410,2150427410,310149164,310149164,9
301,2237184471,2237184471,349732965,349732965,9
300,2235399330,2235399330,334268611,334268611,9
