# BUSCO version is: 4.1.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2020-09-10, number of species: 3354, number of BUSCOs: 67)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
11505at7742	Complete	chr14	6666643	6695121	2691.4	1460	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	chr2	96924967	96991370	1836.3	1306	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	chr3	104340995	104374512	2907.7	1548	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	chr15	6205524	6237344	2818.2	1918	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Complete	chr7	18479329	18572765	2481.6	1364	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	chr2	4751686	4787893	1896.6	1417	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	chr18	7160226	7216832	2642.2	1373	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Complete	chr1	144950451	145152965	2952.8	1459	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	chr6	28407511	28452857	2709.7	1540	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	chr6	21912396	21954971	3127.9	1570	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	chr1	105297678	105326280	1467.1	946	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	chr7	22324208	22340932	1261.7	1110	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	chr17	5702276	5728186	2641.0	1435	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	chr4	85437202	85464361	2176.4	1300	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	chr5	58884713	58943967	1660.6	1125	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	chr7	22473732	22482607	2046.5	1309	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	chr3	65737716	65810612	2080.1	1594	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	chr6	17699080	17758332	2977.8	1526	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	chr18	7950536	7972105	2164.3	1377	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Missing
15257at7742	Complete	chr2	48883523	48947418	1766.4	2232	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	chrZ	66609164	66665454	3041.4	1613	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	chr4	2217826	2245745	3243.2	1619	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Complete	chr10	20696527	20727419	1630.9	1406	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	chrZ	27824458	27886231	1571.3	1500	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	chr6	16670549	16730354	2863.9	1374	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Complete	chr14	9469928	9492641	908.4	791	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Complete	chr14	12344747	12383948	2001.1	1304	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	chr7	6853871	6880730	1628.3	1155	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	chr3	45356261	45413319	2373.5	1204	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	chr4	38804855	38832034	1894.4	1558	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	chr3	46689570	46735951	2531.6	1293	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	chr1	33104623	33173901	3139.1	1498	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	chr15	9134809	9176536	2442.8	1260	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	chr3	17987120	18019301	2270.6	1073	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Complete	chr11	18614267	18630590	3094.3	2032	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	chr5	44728801	44756472	2433.7	1822	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	chr3	75427685	75445727	1243.4	1558	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	chr21	3831441	3875053	2334.7	1254	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	chr5	34890975	34925880	2455.2	1285	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	chr1	20464869	20494269	1599.8	1059	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	chr19	5921267	5941204	3031.1	1559	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	chr3	46999491	47073304	1104.8	860	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	chr9	9726713	9758412	1804.1	1301	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Complete	chr2	90579225	90647828	2432.2	1448	https://www.orthodb.org/v10?query=19085at7742	zinc finger protein 236
19307at7742	Complete	chr5	54809195	54864649	1552.5	1159	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Complete	chr2	5036185	5044283	1152.5	1324	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	chr17	7207277	7224347	821.8	773	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	chr3	57369340	57405195	2404.3	1137	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	chr1	79792992	79852068	776.1	789	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	chr2	41543820	41580701	2389.9	1149	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	chr5	32415160	32461731	2422.2	1166	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Complete	chr2	126048980	126075321	2373.0	1443	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	chr8	14886990	14968474	1319.0	837	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	chr2	106275249	106324274	2295.7	1234	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	chrZ	34159000	34259196	2419.6	1523	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	chr3	80807502	80895611	717.5	923	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	chr4	44307810	44347593	2195.1	1115	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Complete	chr13	12720692	12738061	1872.0	1175	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	chr2	62710582	62758482	2297.0	1967	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	chr1	190407769	190427052	831.9	762	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	chr1	25062053	25148281	1727.9	1078	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	chr8	16703952	16727351	1127.3	642	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	chr7	10185278	10207964	1970.4	1078	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	chrZ	11533830	11564661	1704.0	922	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	chr3	85592474	85632515	1725.2	1689	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	chr5	24674860	24732448	2361.6	1210	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	chr5	49787255	49827417	1853.5	1034	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	chrZ	57630370	57671044	2063.7	1326	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	chr24	2548963	2574831	1827.0	1199	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	chr1	119314429	119465002	1961.6	1120	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	chr1	84353819	84398144	1886.9	1406	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	chr3	18846689	18885373	1565.8	943	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	chr1	167729859	167761561	1788.9	1503	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	chr12	3916274	4002101	2173.2	1102	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Complete	chr11	8780412	8859469	1507.1	881	https://www.orthodb.org/v10?query=24468at7742	Zinc finger protein 536
24566at7742	Complete	chr12	982813	1016372	1576.7	989	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	chr5	8403801	8474884	2179.9	1128	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	chr3	66860927	66916498	1916.9	1556	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Complete	chr3	45873833	45929027	503.1	405	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	chr6	24559749	24587725	1896.9	1457	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	chr11	18778802	18813311	1323.1	1088	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	chr11	1723303	1749955	1894.2	980	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	chr3	9383316	9394077	1898.4	1017	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	chr25	2389706	2407556	2092.6	1034	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	chr5	25078510	25111272	1576.7	1156	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Complete	chr1	77587571	77617557	1363.7	943	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	chr1	144285988	144332709	1948.8	1052	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	chr3	37651044	37698482	2056.1	1069	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	chr10	3510449	3538948	2053.8	1361	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	chr14	10331111	10382744	1644.2	874	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	chrZ	58077568	58185500	1034.0	800	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	chr10	13268986	13277622	1581.1	933	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	chr5	29687623	29720743	2475.3	1432	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	chr1	111576236	111616455	1822.2	998	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	chr5	602735	623556	2089.3	1169	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	chr9	5058211	5076193	1703.0	1192	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Complete	chr1	81514360	81550687	1281.7	1125	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	chr10	1422481	1455021	1094.0	742	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	chr11	913222	944254	1744.2	1078	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	chr3	38524569	38557190	1048.9	809	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	chr13	18500742	18524327	1985.1	1032	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	chr14	5467856	5475958	2027.7	1036	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	chr3	16642090	16667784	1672.7	967	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	chr3	72430623	72521377	1483.7	990	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	chr33	6943752	6955227	2030.3	990	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	chr1	53798554	53878876	2086.3	967	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Complete	chr1	19014915	19018433	1659.8	890	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
29096at7742	Complete	chr13	17626060	17642899	1997.0	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	chr4	74430815	74485585	1637.4	905	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	chr12	3155457	3201510	1905.8	1202	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	chr19	8744851	8785784	1463.2	1015	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Complete	chr2	42287417	42312550	1820.6	1010	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	chr4	58022130	58079626	1428.0	944	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Complete	chr22	2513219	2526342	1406.7	903	https://www.orthodb.org/v10?query=30224at7742	Adhesion G protein-coupled receptor A2
30479at7742	Complete	chr27	6953727	6964451	1814.7	1264	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	chr10	13393849	13416699	1757.9	1071	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	chr14	12293603	12344773	1364.9	966	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	chr30	1094480	1107489	1881.5	960	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Complete	chr5	996933	1013225	1828.3	1152	https://www.orthodb.org/v10?query=31418at7742	protein dispatched homolog 2
31574at7742	Complete	chr2	138702353	138724487	2112.2	1046	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	chr4	79805096	79851738	1846.7	1093	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	chr5	312880	326196	1836.4	968	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Complete	chr24	5145246	5183037	1909.1	1066	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Complete	chr23	2157746	2165157	782.4	766	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Complete	chr12	11778363	11815303	1635.0	1168	https://www.orthodb.org/v10?query=32396at7742	SET domain containing 5 
32511at7742	Complete	chr1	133893345	133946317	1226.9	708	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	chr28	4365672	4391019	1657.7	893	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	chr2	136611670	136685436	1898.2	936	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	chr3	25165288	25247140	1794.6	1167	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	chr19	8817345	8831771	1511.9	836	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Complete	chr13	8891783	8925377	1699.3	776	https://www.orthodb.org/v10?query=33320at7742	F-box only protein 38 isoform X1
33364at7742	Complete	chr28	2128096	2183416	1168.1	778	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Complete	chr5	5858389	5891566	1361.9	1327	https://www.orthodb.org/v10?query=33525at7742	glutamine and serine-rich protein 1
33527at7742	Complete	chr2	42590988	42613875	1803.7	1130	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
33771at7742	Complete	chr4	82489483	82532654	1772.2	1115	https://www.orthodb.org/v10?query=33771at7742	protein FAM193A
33940at7742	Complete	chr4	2200168	2216911	1940.5	891	https://www.orthodb.org/v10?query=33940at7742	O-linked N-acetylglucosamine (GlcNAc) transferase
34117at7742	Complete	chr6	33448125	33469510	1575.1	870	https://www.orthodb.org/v10?query=34117at7742	erythroid differentiation-related factor 1
34233at7742	Complete	chr7	5902068	5932487	1736.0	1061	https://www.orthodb.org/v10?query=34233at7742	ubiquitin carboxyl-terminal hydrolase 40
34300at7742	Complete	chr11	5936690	5961583	1739.3	1028	https://www.orthodb.org/v10?query=34300at7742	Spalt like transcription factor 1
34483at7742	Complete	chr4	39751510	39775387	1857.5	952	https://www.orthodb.org/v10?query=34483at7742	trafficking protein particle complex subunit 11
34542at7742	Complete	chr1	54248077	54284004	2163.8	1033	https://www.orthodb.org/v10?query=34542at7742	WASH complex subunit 7
34549at7742	Complete	chr5	55351594	55398452	615.9	781	https://www.orthodb.org/v10?query=34549at7742	protein TALPID3
35041at7742	Complete	chr1	24696393	24779958	2118.7	1252	https://www.orthodb.org/v10?query=35041at7742	cystic fibrosis transmembrane conductance regulator
