# BUSCO version is: 4.1.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2020-09-10, number of species: 3354, number of BUSCOs: 67)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
9683at7742	Complete	chr11	78261850	78289983	3398.6	1849	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	chr6	35163848	35261233	2632.6	1452	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	chr5	139751518	139775389	3430.2	1760	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Fragmented	chr18	84541743	84562986	998.4	857	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Complete	chr2	32174477	32229386	1541.6	1240	https://www.orthodb.org/v10?query=10163at7742	protein PRRC2B isoform X1
10485at7742	Complete	chr1	162673402	162724815	1900.0	1711	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Complete	chr6	115955740	115994805	2620.9	1528	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Complete	chr11	115977796	116008100	2222.0	1376	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
11104at7742	Complete	chr5	63708941	63808303	3076.1	1520	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Fragmented	chr14	78972905	79065009	860.7	503	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Complete	chr1	84724618	84814920	3090.5	1715	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	chr12	104691593	104751857	2894.9	1406	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	chr17	24596605	24634493	2324.6	1290	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	chr18	67807312	67884877	1807.2	1258	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	chr5	31253335	31295297	2774.6	1503	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	chr5	123753869	123821824	2749.7	1918	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Complete	chr2	69897295	70021660	2792.7	1413	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	chr9	119102668	119147694	1905.8	1380	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	chr11	107583210	107686719	2562.1	1323	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Fragmented	chr14	123278168	123323873	1522.4	813	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	chr19	56320195	56389877	2605.5	1527	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	chr19	36926388	37011404	3106.7	1573	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	chr16	87379251	87434550	1493.4	1203	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	chr1	74902135	74942251	1289.0	1122	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	chr2	30286439	30343878	2606.9	1444	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	chr6	71909163	71978515	2557.3	1408	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	chr12	65075802	65130449	1697.6	1139	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	chr1	74566878	74585615	2005.5	1324	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	chr10	39006767	39110033	2135.6	1521	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	chr19	46227168	46285940	2984.5	1477	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	chr11	110272459	110329238	2204.5	1384	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Complete	chr17	65950155	66053040	1322.5	1318	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Complete	chr9	118508172	118579571	1670.3	1963	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	chr4	58800181	58891495	3134.0	1612	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	chrX	101532822	101599525	3261.5	1629	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Complete	chr2	121198420	121248512	1497.9	1315	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	chr19	29716008	29805847	1618.5	1426	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	chr14	20707849	20723342	2838.1	1363	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Complete	chr16	10496800	10525242	922.7	756	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Complete	chr7	125641506	125707677	2068.5	1385	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	chr10	76468860	76515740	1655.0	1129	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	chr17	12228100	12285291	2348.4	1201	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	chr3	133466737	133493008	1091.0	1512	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	chr10	11151651	11213544	2504.5	1285	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	chr10	122995670	123075962	3120.2	1489	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	chr5	32863381	32991231	2431.2	1281	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	chr1	183086289	183118928	2214.7	1049	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Complete	chr8	122884151	122915987	3102.0	2155	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	chr12	101837546	101912828	2375.3	1861	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	chr4	32624112	32649229	1228.7	1416	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	chr4	148928282	148952571	2314.0	1236	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	chr12	52516248	52567338	2462.1	1285	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	chr15	89100412	89122817	1902.5	1082	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	chr11	78207583	78233653	3023.0	1560	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	chr10	10358950	10453792	1033.8	778	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	chr1	83257127	83299220	1708.0	1242	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Missing
19307at7742	Complete	chr12	72448024	72510533	1651.1	1121	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Duplicated	chr2	67489279	67526251	825.3	1277	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19351at7742	Duplicated	chr9	120014374	120038096	955.7	873	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	chr2	26966992	27009447	1184.5	985	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	chr10	24870099	24912827	2479.8	1155	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	chr3	99921260	100124256	1869.6	1622	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	chr9	105644237	105687285	2393.9	1150	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	chr2	114097812	114175166	2419.4	1166	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Complete	chr4	11486043	11549699	2332.0	1466	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	chr5	106853959	106922883	1559.6	833	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	chr18	20818077	20896067	2316.9	1220	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	chr4	88210543	88410690	1847.8	1397	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	chr9	79608416	79715436	1191.3	1997	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Missing
22108at7742	Complete	chr11	58121617	58168453	1913.6	1113	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	chr13	42144472	42182009	2115.1	1568	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	chr7	92644562	92669620	832.1	743	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	chr6	17491187	17571823	1725.7	1085	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	chr3	145987999	146020299	1055.8	640	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	chr1	54987334	55027525	1914.2	960	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	chr15	8109446	8157764	2286.9	1161	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	chr1	30803799	30865840	1792.7	1641	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	chr2	119374364	119458223	2392.5	1193	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	chr12	110896156	110969020	1939.3	1037	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	chr13	76108194	76187674	2115.5	1325	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	chr9	27030770	27094805	1805.6	1176	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	chrX	93559730	93607786	891.0	593	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	chr16	44404099	44451998	1298.2	975	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	chr1	185220893	185283996	1885.8	1122	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	chr14	78495776	78528102	1689.9	1406	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	chr13	49677575	49733741	2163.8	1107	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Missing
24566at7742	Complete	chr14	31171568	31206662	1568.7	960	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	chr7	112045955	112110119	2205.4	1150	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	chr10	41316247	41433288	1928.4	1407	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Complete	chr17	7739215	7804974	405.0	461	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	chr19	47092799	47130810	1918.5	1430	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	chr8	123268442	123318636	1294.0	1089	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	chr8	110810941	110842889	1891.3	931	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	chr17	87975035	87990805	1925.0	1091	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	chr1	172082910	172121759	2113.0	1038	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	chr2	119764295	119783914	1543.9	1092	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Complete	chr6	125168234	125189889	1640.3	996	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	chr1	43934089	44002193	1965.6	1060	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	chr13	12187005	12265768	1974.5	1069	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	chr9	56206448	56260642	2056.2	1305	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	chr16	8690780	8722644	1634.5	874	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	chr13	77225201	77334367	779.6	738	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	chr7	79698548	79714158	1586.8	954	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	chr2	118388709	118475060	2497.6	1426	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	chr10	78167859	78244502	1685.2	945	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	chr2	90679409	90735504	2177.2	1172	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	chr1	93235989	93296698	1661.2	1149	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Fragmented	chr16	38617929	38646701	624.9	286	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	chr7	81014038	81041863	1074.5	799	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	chr8	105881077	105892862	1718.6	1080	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	chr8	126426972	126475065	1396.8	1002	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	chr18	42201465	42261966	1820.4	1022	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	chr11	60714313	60727189	2039.2	1035	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	chr17	80230542	80289560	1601.1	1007	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	chr4	24496908	24602646	1476.9	991	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	chr10	128304212	128327975	2011.3	994	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	chr10	84622467	84725780	2092.4	969	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Duplicated	chr15	88779731	88783237	1627.2	882	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
28954at7742	Duplicated	chr1	146725581	146729090	1625.2	881	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
29096at7742	Complete	chr11	53642814	53707055	2024.0	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	chr5	49960272	50026428	1567.3	910	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	chr6	113533808	113595959	1872.4	1210	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	chr11	83967127	84040928	1752.2	1090	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Complete	chr9	104002781	104042132	1752.2	982	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	chr3	129687317	129754881	1195.8	876	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Complete	chr8	27090604	27122035	1405.8	900	https://www.orthodb.org/v10?query=30224at7742	Adhesion G protein-coupled receptor A2
30479at7742	Complete	chr11	98155241	98196504	1835.4	1296	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	chr7	79395912	79449231	1749.9	1065	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	chr7	125800902	125873505	1289.8	890	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	chr8	69791255	69807529	1898.5	969	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Complete	chr2	118786062	118792826	1704.6	1107	https://www.orthodb.org/v10?query=31418at7742	protein dispatched homolog 2
31574at7742	Complete	chr15	59332303	59386507	2081.2	1021	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	chr5	36602624	36630025	1659.8	1061	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	chr19	10605706	10629162	1941.4	992	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Missing
32307at7742	Complete	chr4	133050988	133066234	1168.2	976	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Complete	chr6	113105051	113151470	1558.6	1173	https://www.orthodb.org/v10?query=32396at7742	SET domain containing 5 
32511at7742	Complete	chr1	38053087	38107685	1202.7	701	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	chr8	72704759	72757405	1635.6	876	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	chr15	55011247	55072470	2094.8	978	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	chr17	84372770	84464508	1121.1	850	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	chr11	83753723	83781722	1519.2	870	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Complete	chr18	62504702	62548776	1634.1	796	https://www.orthodb.org/v10?query=33320at7742	F-box only protein 38 isoform X1
33364at7742	Complete	chr10	80755444	80792738	1143.0	736	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Complete	chr2	104758465	104800134	1303.6	1302	https://www.orthodb.org/v10?query=33525at7742	glutamine and serine-rich protein 1
33527at7742	Complete	chr9	103305037	103349916	1739.3	1137	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
33771at7742	Complete	chr5	34392445	34485747	1700.4	1054	https://www.orthodb.org/v10?query=33771at7742	protein FAM193A
33940at7742	Complete	chrX	101642990	101682330	1941.8	891	https://www.orthodb.org/v10?query=33940at7742	O-linked N-acetylglucosamine (GlcNAc) transferase
34117at7742	Complete	chr7	133637813	133671540	1579.2	863	https://www.orthodb.org/v10?query=34117at7742	erythroid differentiation-related factor 1
34233at7742	Complete	chr1	87945638	88007423	1473.6	976	https://www.orthodb.org/v10?query=34233at7742	ubiquitin carboxyl-terminal hydrolase 40
34300at7742	Complete	chr8	89015263	89050153	1718.9	978	https://www.orthodb.org/v10?query=34300at7742	Spalt like transcription factor 1
34483at7742	Complete	chr8	47490874	47530855	1848.3	952	https://www.orthodb.org/v10?query=34483at7742	trafficking protein particle complex subunit 11
34542at7742	Complete	chr10	83544042	83594238	2171.6	1033	https://www.orthodb.org/v10?query=34542at7742	WASH complex subunit 7
34549at7742	Complete	chr12	71137885	71204073	576.3	711	https://www.orthodb.org/v10?query=34549at7742	protein TALPID3
35041at7742	Complete	chr6	18188685	18321033	2074.2	1256	https://www.orthodb.org/v10?query=35041at7742	cystic fibrosis transmembrane conductance regulator
35211at7742	Complete	chr11	86061429	86198964	1306.9	744	https://www.orthodb.org/v10?query=35211at7742	Fanconi anemia group J protein
