# BUSCO version is: 4.1.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2020-08-05, number of species: 3354, number of BUSCOs: 67)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
11505at7742	Complete	NW_022630571.1	404165	492558	2455.5	1487	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	chr4	51667136	51776868	1514.0	1248	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	chr5	63365810	63506093	2861.2	1547	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	chr25	14806081	14915696	2452.1	1908	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Complete	chr7	28899601	29068150	2479.9	1411	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	chr2	3957210	4103277	1534.6	1282	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	chr26	8505230	8658071	2540.7	1368	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Fragmented	chr6	85820247	85888015	1206.8	719	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	chr15	27004268	27090946	2274.0	1510	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	chr15	8680865	8783899	2963.0	1572	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	chr14	47704053	47796129	1710.9	1413	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	chr7	84018303	84201336	1117.6	1110	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	chr32	13927609	13993683	2416.7	1435	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Fragmented	chr1	168013447	168057313	806.4	510	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	chr9	50291208	50424916	1128.0	1028	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	chr7	86914095	86945554	1899.4	1257	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	chr5	47715199	47822459	1965.1	1659	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	chr37	8694333	8801041	2889.8	1547	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	chr26	28460299	28545524	1774.8	1372	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Missing
15257at7742	Complete	chr4	110702449	110763165	682.4	1765	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	chr3	78116016	78199992	2729.6	1569	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	chr12	41215360	41295876	3138.3	1635	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Fragmented	NW_022630861.1	15385	47786	618.0	741	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	chr3	66115315	66199487	1255.0	1306	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	NW_022630884.1	5693	45393	2097.1	1000	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Complete	chr22	11917170	11952953	737.6	694	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Complete	chr22	15700769	15764936	1944.8	1435	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	chr7	38266263	38329812	1384.6	1179	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	chr8	43165544	43268418	2016.7	1147	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	chr3	63737890	63794649	1319.8	1026	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	chr5	94895005	94971619	2239.1	1285	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	chr19	25305212	25372999	2935.0	1452	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	chr25	24115883	24202751	2367.5	1250	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	chr5	16235183	16284628	2097.0	990	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Complete	chr17	7473009	7522791	2149.5	2037	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	chr9	65519246	65583104	1928.9	1564	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	chr5	29543162	29570053	793.2	1702	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	chr31	9508656	9566931	1274.2	718	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	chr9	34532809	34538465	1841.2	1071	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	chr21	25470808	25511133	1696.7	1097	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Fragmented	chr28	31975329	32025792	1907.3	901	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Fragmented	chr8	65968288	66022471	310.4	187	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	chr13	50259073	50304736	1073.5	1046	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Missing
19307at7742	Complete	chr9	51463190	51581298	1404.5	1119	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Complete	chr4	120066930	120079320	869.9	1138	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	chr32	7232510	7274375	1019.8	953	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Fragmented	chr5	56268582	56297030	1727.7	781	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	chr14	57689101	57831504	1146.1	1275	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	chr2	147443178	147494340	2284.8	1147	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Missing
20951at7742	Complete	chr4	101984602	102047956	1790.5	1325	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	chr10	58211726	58295073	1509.9	832	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	chr4	55688256	55801346	2154.3	1224	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	chr3	57810713	58019440	2250.2	1452	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	chr8	60595084	60689880	780.0	1125	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Missing
22108at7742	Complete	chr11	40030595	40087341	1578.3	1061	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Fragmented	chr2	124083347	124119112	1634.1	1409	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	chr6	35659734	35697241	719.3	883	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	chr19	41738463	41870271	1322.9	1009	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	chr10	68510810	68597031	980.4	624	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	chr7	11683550	11718678	2128.8	1117	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Fragmented	chr3	130733668	130812121	1207.1	767	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	chr5	97502115	97615138	1314.0	1178	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	chr9	6354126	6496898	2227.8	1189	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Fragmented	chr9	2607990	2639992	500.9	422	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	chr3	11881972	11983973	1906.9	1343	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	chr33	5426356	5477574	1637.4	1169	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	chr14	40968929	41178481	1839.8	1043	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	chr14	29948006	30064491	1673.0	1368	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	chr8	24418500	24485099	1838.3	1117	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	chr14	27470832	27512475	1289.6	1536	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	chr18	46169690	46326083	2109.9	1112	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Missing
24566at7742	Complete	chr18	46987680	47035347	934.6	730	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	chr20	13120069	13190027	2083.5	1103	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	chr5	110532429	110640997	1398.6	1279	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Fragmented	chr8	4928701	4986233	142.6	133	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	chr15	40555535	40597943	1638.3	1398	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	chr17	6196473	6313758	1084.2	984	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	chr17	30839379	30878880	2127.2	1037	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	chr8	30856781	30878335	1646.8	986	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	chr24	23112602	23134532	1614.3	818	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	chr9	15428648	15525363	1368.3	1078	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Missing
26536at7742	Complete	chr12	19643490	19733551	1581.2	1053	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	chr8	26110076	26178163	1927.9	1069	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	chr44	5950928	5982834	1773.5	1322	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	chr22	14267999	14335914	1611.4	888	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	chr3	11171890	11316629	804.2	820	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	chr34	4197373	4246480	1446.2	922	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	chr9	5963914	6085949	1944.4	1397	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	chr14	1740958	1795897	1278.0	804	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	chr20	36775699	36839948	1926.0	1186	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	chr13	27399031	27498240	1255.6	1184	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Fragmented	chr14	47966002	47993487	507.3	265	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	chr44	8769152	8811844	922.9	789	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	chr17	38934737	38997854	1658.3	1027	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	chr8	52454308	52606090	953.5	1024	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Missing
28500at7742	Complete	chr22	31932017	31975118	1918.0	1028	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	chr8	46030650	46082036	1728.2	1030	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Fragmented	chr5	38879940	38909090	639.8	487	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	chr46	8136727	8164786	1541.3	797	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	chr19	19709304	19769914	2053.8	964	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Missing
29096at7742	Complete	chr11	48736905	48867207	1903.3	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	chr1	87846015	87876245	1392.8	832	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	chr18	31112199	31198445	1862.1	1211	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Fragmented	chr28	36183742	36213429	481.7	310	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Fragmented	chr2	120482479	120530474	1060.7	651	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	chr1	23399811	23465589	1129.9	823	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Missing
30479at7742	Complete	chr16	1245271	1267093	1194.9	1132	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	chr34	4746452	4844078	1597.4	1070	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	chr22	33035920	33077160	813.0	731	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	chr35	10533365	10592378	1806.3	982	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Missing
31574at7742	Complete	chr4	16115474	16186720	1962.8	1021	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	chr1	45508771	45567738	1217.3	978	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	chr20	25229740	25304888	1835.4	964	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Fragmented	chr33	4696340	4795656	1324.7	805	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Complete	chr27	1398338	1402030	518.4	746	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Complete	chr18	35466160	35554478	1367.1	1189	https://www.orthodb.org/v10?query=32396at7742	SET domain containing 5 
32511at7742	Complete	chr6	38987749	39058015	1126.2	697	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	chr29	27687024	27724208	1519.4	872	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	chr4	30822606	30956934	2026.9	986	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	chr8	35170487	35239706	752.2	617	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	chr28	3597758	3692982	1417.2	854	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Complete	chr11	25081295	25149382	1634.3	794	https://www.orthodb.org/v10?query=33320at7742	F-box only protein 38 isoform X1
33364at7742	Complete	chr29	24216351	24283407	1020.2	658	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Complete	chr38	776789	817091	947.5	1437	https://www.orthodb.org/v10?query=33525at7742	glutamine and serine-rich protein 1
33527at7742	Complete	chr2	122519683	122604670	1603.6	1159	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
33771at7742	Complete	chr3	94269869	94324384	1666.9	1048	https://www.orthodb.org/v10?query=33771at7742	protein FAM193A
33940at7742	Complete	chr12	41339263	41392636	1924.9	890	https://www.orthodb.org/v10?query=33940at7742	O-linked N-acetylglucosamine (GlcNAc) transferase
34117at7742	Complete	chr15	19767885	19817125	1418.1	852	https://www.orthodb.org/v10?query=34117at7742	erythroid differentiation-related factor 1
34233at7742	Complete	chr7	46860585	46998401	1507.2	1053	https://www.orthodb.org/v10?query=34233at7742	ubiquitin carboxyl-terminal hydrolase 40
34300at7742	Complete	chr17	44785675	44806292	1522.5	1035	https://www.orthodb.org/v10?query=34300at7742	Spalt like transcription factor 1
34483at7742	Complete	chr3	107114335	107192021	1776.3	952	https://www.orthodb.org/v10?query=34483at7742	trafficking protein particle complex subunit 11
34542at7742	Complete	chr21	1492013	1570636	2014.7	1033	https://www.orthodb.org/v10?query=34542at7742	WASH complex subunit 7
34549at7742	Fragmented	chr9	42647100	42683757	120.5	246	https://www.orthodb.org/v10?query=34549at7742	protein TALPID3
35041at7742	Fragmented	chr19	41084993	41112640	479.2	394	https://www.orthodb.org/v10?query=35041at7742	cystic fibrosis transmembrane conductance regulator
35211at7742	Missing
35271at7742	Complete	chr1	142302230	142376536	1548.1	986	https://www.orthodb.org/v10?query=35271at7742	Nucleolar protein 6
35338at7742	Complete	chr15	24432027	24536846	1824.2	964	https://www.orthodb.org/v10?query=35338at7742	WD repeat domain 11
35547at7742	Fragmented	chr6	48845757	48877688	775.6	441	https://www.orthodb.org/v10?query=35547at7742	exportin-4
35830at7742	Complete	chr8	69301433	69396115	1165.0	870	https://www.orthodb.org/v10?query=35830at7742	cilia- and flagella-associated protein 61
35861at7742	Complete	chr10	53015607	53060361	1486.3	1005	https://www.orthodb.org/v10?query=35861at7742	cilia- and flagella-associated protein 57
36011at7742	Complete	chr15	41194776	41247233	1481.2	1015	https://www.orthodb.org/v10?query=36011at7742	Ribosomal RNA processing 12 homolog
36236at7742	Complete	chr9	53959829	54008052	749.9	659	https://www.orthodb.org/v10?query=36236at7742	MutL homolog 3
36274at7742	Complete	chr9	10260212	10375537	1672.8	996	https://www.orthodb.org/v10?query=36274at7742	pleckstrin homology domain-containing family H member 1
36449at7742	Complete	chr28	22829867	22885160	1766.6	1097	https://www.orthodb.org/v10?query=36449at7742	tyrosine-protein kinase BAZ1B
36575at7742	Complete	chr9	36222797	36329865	1371.5	1046	https://www.orthodb.org/v10?query=36575at7742	bromodomain adjacent to zinc finger domain protein 1A
36859at7742	Complete	chr41	9401650	9436606	1701.3	930	https://www.orthodb.org/v10?query=36859at7742	symplekin
37335at7742	Complete	chr4	49720676	49755766	1568.2	901	https://www.orthodb.org/v10?query=37335at7742	deubiquitinating protein VCIP135
