chr	locus	value
fAstCal1_chr6	20714010	fAstCal1_chr6
fAstCal1_chr7	34198889	fAstCal1_chr7
fAstCal1_chr8	12913854	fAstCal1_chr8
fAstCal1_chr10	17037060	fAstCal1_chr10
fAstCal1_chr11	18338033	fAstCal1_chr11
fAstCal1_chr14	19992677	fAstCal1_chr14
fAstCal1_chr16	17900926	fAstCal1_chr16
fAstCal1_chr18	17926294	fAstCal1_chr18
fAstCal1_chr22	17505732	fAstCal1_chr22
fAstCal1_chr23	21960902	fAstCal1_chr23
fCotGob3_chr1	13527933	fCotGob3_chr1
fCotGob3_chr4	14474522	fCotGob3_chr4
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr8	11716268	fCotGob3_chr8
fCotGob3_chr9	15036273	fCotGob3_chr9
fCotGob3_chr12	11451260	fCotGob3_chr12
fCotGob3_chr13	13871458	fCotGob3_chr13
fCotGob3_chr14	12852251	fCotGob3_chr14
fCotGob3_chr16	13290699	fCotGob3_chr16
fCotGob3_chr17	12578072	fCotGob3_chr17
fCotGob3_chr19	10530063	fCotGob3_chr19
fCotGob3_fCotGob3_251arrow_ctg1	127430	fCotGob3_fCotGob3_251arrow_ctg1
fCotGob3_fCotGob3_279arrow_ctg1	74990	fCotGob3_fCotGob3_279arrow_ctg1
fCotGob3_fCotGob3_70arrow_ctg1	389074	fCotGob3_fCotGob3_70arrow_ctg1
fGouWil2_chr1	22966643	fGouWil2_chr1
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr8	17329174	fGouWil2_chr8
fGouWil2_chr11	16291782	fGouWil2_chr11
fGouWil2_chr12	16739349	fGouWil2_chr12
fGouWil2_chr13	22260683	fGouWil2_chr13
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr16	20117201	fGouWil2_chr16
fGouWil2_chr17	18584809	fGouWil2_chr17
fGouWil2_chr19	13491330	fGouWil2_chr19
fGouWil2_scaffold_120_arrow_ctg1	316032	fGouWil2_scaffold_120_arrow_ctg1
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr8	11601063	fMasArm1_chr8
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr12	10521815	fMasArm1_chr12
fMasArm1_chr13	13749128	fMasArm1_chr13
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr19	9960384	fMasArm1_chr19
fMasArm1_chr21	14366162	fMasArm1_chr21
mLynCan4_chrA1	120006330	mLynCan4_chrA1
mLynCan4_chrA2	84494171	mLynCan4_chrA2
mLynCan4_chrE1	30335076	mLynCan4_chrE1
mOrnAna1_chr1	93253008	mOrnAna1_chr1
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr4	68047194	mOrnAna1_chr4
mOrnAna1_chr11	31753015	mOrnAna1_chr11
mOrnAna1_chr13	21147321	mOrnAna1_chr13
mOrnAna1_chr15	13187509	mOrnAna1_chr15
mOrnAna1_chr17	22768335	mOrnAna1_chr17
mOrnAna1_chr21	12257429	mOrnAna1_chr21
mOrnAna1_chrX3	16931668	mOrnAna1_chrX3
mOrnAna1_scaffold_264_arrow_ctg1	2104181	mOrnAna1_scaffold_264_arrow_ctg1
mPhyDis1_chr1	109215071	mPhyDis1_chr1
mPhyDis1_chr8	57428267	mPhyDis1_chr8
mPhyDis1_chr13	38519993	mPhyDis1_chr13
mRhiFer1_chr5	44012871	mRhiFer1_chr5
mRhiFer1_chr7	50138214	mRhiFer1_chr7
mRhiFer1_chr15	25527915	mRhiFer1_chr15
mRhiFer1_chr20	28891940	mRhiFer1_chr20
mRhiFer1_chr21	27786220	mRhiFer1_chr21
mRhiFer1_chrX	62466689	mRhiFer1_chrX
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr5	73712574	rGopEvg1_chr5
rGopEvg1_chr6	68898876	rGopEvg1_chr6
rGopEvg1_chr10	43246753	rGopEvg1_chr10
rGopEvg1_chr15	15008157	rGopEvg1_chr15
rGopEvg1_chr17	12483137	rGopEvg1_chr17
rGopEvg1_chr23	7887367	rGopEvg1_chr23
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr3	65657566	sAmbRad1_chr3
sAmbRad1_chr12	31434652	sAmbRad1_chr12
sAmbRad1_chr16	26446979	sAmbRad1_chr16
sAmbRad1_chr20	23377017	sAmbRad1_chr20
sAmbRad1_chr22	21894191	sAmbRad1_chr22
sAmbRad1_chr23	21075475	sAmbRad1_chr23
sAmbRad1_chr25	19119878	sAmbRad1_chr25
sAmbRad1_chr26	18718010	sAmbRad1_chr26
sAmbRad1_chr28	18210714	sAmbRad1_chr28
