chr	locus	value
fArcCen1_chr6	18022038	fArcCen1_chr6
fArcCen1_chr9	14167040	fArcCen1_chr9
fArcCen1_chr10	19941491	fArcCen1_chr10
fArcCen1_chr12	13233023	fArcCen1_chr12
fArcCen1_chr13	21744641	fArcCen1_chr13
fArcCen1_chr14	19350562	fArcCen1_chr14
fArcCen1_chr20	16555437	fArcCen1_chr20
fArcCen1_chr22	14647140	fArcCen1_chr22
fArcCen1_scaffold_32_ctg1	2039908	fArcCen1_scaffold_32_ctg1
fArcCen1_scaffold_36_ctg1	1822865	fArcCen1_scaffold_36_ctg1
fArcCen1_scaffold_45_ctg1	1282606	fArcCen1_scaffold_45_ctg1
fArcCen1_scaffold_48_ctg1	1178362	fArcCen1_scaffold_48_ctg1
fAstCal1_chr1	20581203	fAstCal1_chr1
fAstCal1_chr2	19107848	fAstCal1_chr2
fAstCal1_chr3	26256207	fAstCal1_chr3
fAstCal1_chr5	19339139	fAstCal1_chr5
fAstCal1_chr6	20714010	fAstCal1_chr6
fAstCal1_chr7	34198889	fAstCal1_chr7
fAstCal1_chr9	17956569	fAstCal1_chr9
fAstCal1_chr10	17037060	fAstCal1_chr10
fAstCal1_chr12	19334680	fAstCal1_chr12
fAstCal1_chr14	19992677	fAstCal1_chr14
fAstCal1_chr17	19724457	fAstCal1_chr17
fAstCal1_chr23	21960902	fAstCal1_chr23
fCotGob3_chr2	6461564	fCotGob3_chr2
fCotGob3_chr3	15014497	fCotGob3_chr3
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr6	13840172	fCotGob3_chr6
fCotGob3_chr9	15036273	fCotGob3_chr9
fCotGob3_chr10	13719134	fCotGob3_chr10
fCotGob3_chr12	11451260	fCotGob3_chr12
fCotGob3_chr13	13871458	fCotGob3_chr13
fCotGob3_chr14	12852251	fCotGob3_chr14
fCotGob3_chr18	7465191	fCotGob3_chr18
fCotGob3_chr20	8799899	fCotGob3_chr20
fCotGob3_chr22	11304556	fCotGob3_chr22
fCotGob3_chr23	7966181	fCotGob3_chr23
fCotGob3_fCotGob3_70arrow_ctg1	389074	fCotGob3_fCotGob3_70arrow_ctg1
fGouWil2_chr1	22966643	fGouWil2_chr1
fGouWil2_chr2	6924416	fGouWil2_chr2
fGouWil2_chr3	23028778	fGouWil2_chr3
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr6	36225988	fGouWil2_chr6
fGouWil2_chr8	17329174	fGouWil2_chr8
fGouWil2_chr9	21574856	fGouWil2_chr9
fGouWil2_chr10	21485044	fGouWil2_chr10
fGouWil2_chr12	16739349	fGouWil2_chr12
fGouWil2_chr13	22260683	fGouWil2_chr13
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr20	14393881	fGouWil2_chr20
fGouWil2_chr22	17338308	fGouWil2_chr22
fGouWil2_scaffold_151_arrow_ctg1	53910	fGouWil2_scaffold_151_arrow_ctg1
fGouWil2_scaffold_430_arrow_ctg1	43905	fGouWil2_scaffold_430_arrow_ctg1
fGouWil2_scaffold_51_arrow_ctg1	384440	fGouWil2_scaffold_51_arrow_ctg1
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr2	5724603	fMasArm1_chr2
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr6	12545156	fMasArm1_chr6
fMasArm1_chr9	12911114	fMasArm1_chr9
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr12	10521815	fMasArm1_chr12
fMasArm1_chr13	13749128	fMasArm1_chr13
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr18	9837967	fMasArm1_chr18
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr23	8226894	fMasArm1_chr23
fMasArm1_Contig162arrow_ctg1	243831	fMasArm1_Contig162arrow_ctg1
fMasArm1_Contig61arrow_3_ctg1	484058	fMasArm1_Contig61arrow_3_ctg1
mLynCan4_chrB4	70655818	mLynCan4_chrB4
mLynCan4_chrC1	110477330	mLynCan4_chrC1
mLynCan4_chrC2	79463687	mLynCan4_chrC2
mLynCan4_chrD1	57857957	mLynCan4_chrD1
mLynCan4_chrD3	46724169	mLynCan4_chrD3
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr3	70993541	mOrnAna1_chr3
mOrnAna1_chr11	31753015	mOrnAna1_chr11
mOrnAna1_chr14	26444703	mOrnAna1_chr14
mOrnAna1_chr20	15267767	mOrnAna1_chr20
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr3	107449449	mPhyDis1_chr3
mPhyDis1_chr6	85871431	mPhyDis1_chr6
mPhyDis1_chr9	52843984	mPhyDis1_chr9
mPhyDis1_chr13	38519993	mPhyDis1_chr13
mRhiFer1_chr2	54630944	mRhiFer1_chr2
mRhiFer1_chr9	47251211	mRhiFer1_chr9
mRhiFer1_chr10	46232412	mRhiFer1_chr10
mRhiFer1_chr11	44559714	mRhiFer1_chr11
mRhiFer1_chr12	41978070	mRhiFer1_chr12
mRhiFer1_chr13	35704782	mRhiFer1_chr13
mRhiFer1_chr25	20170404	mRhiFer1_chr25
mRhiFer1_scaffold_58_arrow_ctg1_1	447734	mRhiFer1_scaffold_58_arrow_ctg1_1
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr4	77959320	rGopEvg1_chr4
rGopEvg1_chr13	17026189	rGopEvg1_chr13
rGopEvg1_chr19	11228427	rGopEvg1_chr19
sAmbRad1_chr6	52462704	sAmbRad1_chr6
sAmbRad1_chr14	30446330	sAmbRad1_chr14
sAmbRad1_chr19	23845658	sAmbRad1_chr19
sAmbRad1_chr20	23377017	sAmbRad1_chr20
sAmbRad1_chr28	18210714	sAmbRad1_chr28
sAmbRad1_chr33	15146083	sAmbRad1_chr33
sAmbRad1_chr43	6717932	sAmbRad1_chr43
