chr	locus	value
mRhiFer1_chr7	50138214	mRhiFer1_chr7
mRhiFer1_chr15	25527915	mRhiFer1_chr15
mRhiFer1_chr18	31311502	mRhiFer1_chr18
rGopEvg1_chr9	54463965	rGopEvg1_chr9
rGopEvg1_chr12	22145997	rGopEvg1_chr12
rGopEvg1_chr22	8636045	rGopEvg1_chr22
rGopEvg1_scaffold_48_arrow_ctg1	975866	rGopEvg1_scaffold_48_arrow_ctg1
rGopEvg1_scaffold_66_arrow_ctg1	364195	rGopEvg1_scaffold_66_arrow_ctg1
sAmbRad1_chr17	25485429	sAmbRad1_chr17
sAmbRad1_chr29	17330706	sAmbRad1_chr29
sAmbRad1_chr34	13384100	sAmbRad1_chr34
sAmbRad1_chr35	11999730	sAmbRad1_chr35
sAmbRad1_chr41	8328284	sAmbRad1_chr41
sAmbRad1_S43	2950347	sAmbRad1_S43
