chr	locus	value
fAnaTes1_chr17	11708315	fAnaTes1_chr17
fAnaTes1_chr19	9346866	fAnaTes1_chr19
fAnaTes1_chr22	10491238	fAnaTes1_chr22
fAnaTes1_chr23	7679556	fAnaTes1_chr23
fArcCen1_chr1	20360476	fArcCen1_chr1
fArcCen1_chr3	18149332	fArcCen1_chr3
fArcCen1_chr4	19261569	fArcCen1_chr4
fArcCen1_chr6	18022038	fArcCen1_chr6
fArcCen1_chr7	18908629	fArcCen1_chr7
fArcCen1_chr11	18249144	fArcCen1_chr11
fArcCen1_chr12	13233023	fArcCen1_chr12
fArcCen1_chr14	19350562	fArcCen1_chr14
fArcCen1_chr15	15211719	fArcCen1_chr15
fArcCen1_chr16	19180007	fArcCen1_chr16
fArcCen1_chr17	17785540	fArcCen1_chr17
fArcCen1_chr19	15507179	fArcCen1_chr19
fArcCen1_chr20	16555437	fArcCen1_chr20
fArcCen1_chr23	12310491	fArcCen1_chr23
fArcCen1_chr24	17998600	fArcCen1_chr24
fArcCen1_scaffold_50_ctg1	1120980	fArcCen1_scaffold_50_ctg1
fArcCen1_scaffold_55_ctg1	980097	fArcCen1_scaffold_55_ctg1
fAstCal1_chr1	20581203	fAstCal1_chr1
fAstCal1_chr3	26256207	fAstCal1_chr3
fAstCal1_chr5	19339139	fAstCal1_chr5
fAstCal1_chr6	20714010	fAstCal1_chr6
fAstCal1_chr7	34198889	fAstCal1_chr7
fAstCal1_chr8	12913854	fAstCal1_chr8
fAstCal1_chr9	17956569	fAstCal1_chr9
fAstCal1_chr11	18338033	fAstCal1_chr11
fAstCal1_chr13	16572975	fAstCal1_chr13
fAstCal1_chr17	19724457	fAstCal1_chr17
fAstCal1_chr18	17926294	fAstCal1_chr18
fAstCal1_chr19	15431565	fAstCal1_chr19
fAstCal1_chr20	15733877	fAstCal1_chr20
fAstCal1_chr22	17505732	fAstCal1_chr22
fAstCal1_chr23	21960902	fAstCal1_chr23
fCotGob3_chr1	13527933	fCotGob3_chr1
fCotGob3_chr3	15014497	fCotGob3_chr3
fCotGob3_chr4	14474522	fCotGob3_chr4
fCotGob3_chr6	13840172	fCotGob3_chr6
fCotGob3_chr7	11534840	fCotGob3_chr7
fCotGob3_chr9	15036273	fCotGob3_chr9
fCotGob3_chr11	11096709	fCotGob3_chr11
fCotGob3_chr12	11451260	fCotGob3_chr12
fCotGob3_chr15	12481605	fCotGob3_chr15
fCotGob3_chr16	13290699	fCotGob3_chr16
fCotGob3_chr17	12578072	fCotGob3_chr17
fCotGob3_chr19	10530063	fCotGob3_chr19
fCotGob3_chr20	8799899	fCotGob3_chr20
fCotGob3_chr21	12052396	fCotGob3_chr21
fCotGob3_chr23	7966181	fCotGob3_chr23
fCotGob3_fCotGob3_295arrow_ctg1	54515	fCotGob3_fCotGob3_295arrow_ctg1
fCotGob3_fCotGob3_42arrow_ctg1	401529	fCotGob3_fCotGob3_42arrow_ctg1
fCotGob3_fCotGob3_92arrow_ctg1	50049	fCotGob3_fCotGob3_92arrow_ctg1
fGouWil2_chr1	22966643	fGouWil2_chr1
fGouWil2_chr3	23028778	fGouWil2_chr3
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr6	36225988	fGouWil2_chr6
fGouWil2_chr9	21574856	fGouWil2_chr9
fGouWil2_chr12	16739349	fGouWil2_chr12
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr15	18513505	fGouWil2_chr15
fGouWil2_chr16	20117201	fGouWil2_chr16
fGouWil2_chr17	18584809	fGouWil2_chr17
fGouWil2_chr19	13491330	fGouWil2_chr19
fGouWil2_chr20	14393881	fGouWil2_chr20
fGouWil2_chr24	12975636	fGouWil2_chr24
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr6	12545156	fMasArm1_chr6
fMasArm1_chr7	13356603	fMasArm1_chr7
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr12	10521815	fMasArm1_chr12
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr15	12037531	fMasArm1_chr15
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr19	9960384	fMasArm1_chr19
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr23	8226894	fMasArm1_chr23
mLynCan4_chrA3	69915584	mLynCan4_chrA3
mLynCan4_chrB4	70655818	mLynCan4_chrB4
mLynCan4_chrD2	43626419	mLynCan4_chrD2
mLynCan4_chrD3	46724169	mLynCan4_chrD3
mLynCan4_chrF2	41635303	mLynCan4_chrF2
mOrnAna1_chr3	70993541	mOrnAna1_chr3
mOrnAna1_chr4	68047194	mOrnAna1_chr4
mOrnAna1_chr9	30930611	mOrnAna1_chr9
mOrnAna1_chr10	29722348	mOrnAna1_chr10
mOrnAna1_chr13	21147321	mOrnAna1_chr13
mOrnAna1_chr15	13187509	mOrnAna1_chr15
mOrnAna1_chr16	23198637	mOrnAna1_chr16
mOrnAna1_chr18	22342250	mOrnAna1_chr18
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mOrnAna1_chrX5	35069660	mOrnAna1_chrX5
mPhyDis1_chr1	109215071	mPhyDis1_chr1
mPhyDis1_chr5	87574110	mPhyDis1_chr5
mPhyDis1_chr7	69623964	mPhyDis1_chr7
mPhyDis1_chr9	52843984	mPhyDis1_chr9
mPhyDis1_chr12	38979755	mPhyDis1_chr12
mRhiFer1_chr5	44012871	mRhiFer1_chr5
mRhiFer1_chr6	50576792	mRhiFer1_chr6
mRhiFer1_chr14	36703276	mRhiFer1_chr14
mRhiFer1_chr16	33869140	mRhiFer1_chr16
mRhiFer1_chr19	30241372	mRhiFer1_chr19
mRhiFer1_chr23	22771893	mRhiFer1_chr23
mRhiFer1_chr25	20170404	mRhiFer1_chr25
mRhiFer1_scaffold_109_arrow_ctg1	2061742	mRhiFer1_scaffold_109_arrow_ctg1
mRhiFer1_scaffold_110_arrow_ctg1	8848644	mRhiFer1_scaffold_110_arrow_ctg1
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr6	68898876	rGopEvg1_chr6
rGopEvg1_chr7	65805985	rGopEvg1_chr7
rGopEvg1_chr14	17011897	rGopEvg1_chr14
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr4	60907368	sAmbRad1_chr4
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr15	29944381	sAmbRad1_chr15
sAmbRad1_chr21	21987025	sAmbRad1_chr21
sAmbRad1_chr37	11273879	sAmbRad1_chr37
sAmbRad1_chr39	9201868	sAmbRad1_chr39
sAmbRad1_scaffold_884_ctg1	22811	sAmbRad1_scaffold_884_ctg1
