chr	locus	value
fCotGob3_chr2	6461564	fCotGob3_chr2
fCotGob3_chr3	15014497	fCotGob3_chr3
fCotGob3_chr4	14474522	fCotGob3_chr4
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr9	15036273	fCotGob3_chr9
fCotGob3_chr10	13719134	fCotGob3_chr10
fCotGob3_chr14	12852251	fCotGob3_chr14
fCotGob3_chr20	8799899	fCotGob3_chr20
fCotGob3_chr21	12052396	fCotGob3_chr21
fCotGob3_chr22	11304556	fCotGob3_chr22
fCotGob3_chr24	11220910	fCotGob3_chr24
fCotGob3_fCotGob3_170arrow_ctg1	109397	fCotGob3_fCotGob3_170arrow_ctg1
fCotGob3_fCotGob3_187arrow_ctg1	31959	fCotGob3_fCotGob3_187arrow_ctg1
fCotGob3_fCotGob3_245arrow_ctg1	311958	fCotGob3_fCotGob3_245arrow_ctg1
fGouWil2_chr2	6924416	fGouWil2_chr2
fGouWil2_chr3	23028778	fGouWil2_chr3
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr9	21574856	fGouWil2_chr9
fGouWil2_chr10	21485044	fGouWil2_chr10
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr17	18584809	fGouWil2_chr17
fGouWil2_chr20	14393881	fGouWil2_chr20
fGouWil2_chr21	19489022	fGouWil2_chr21
fGouWil2_chr22	17338308	fGouWil2_chr22
fMasArm1_chr2	5724603	fMasArm1_chr2
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr9	12911114	fMasArm1_chr9
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr21	14366162	fMasArm1_chr21
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_Contig162arrow_ctg1	243831	fMasArm1_Contig162arrow_ctg1
fMasArm1_Super_Scaffold_26_ctg1	1211863	fMasArm1_Super_Scaffold_26_ctg1
mLynCan4_chrC1	110477330	mLynCan4_chrC1
mLynCan4_chrE3	20525415	mLynCan4_chrE3
mLynCan4_chrX	61040683	mLynCan4_chrX
mOrnAna1_chr1	93253008	mOrnAna1_chr1
mOrnAna1_chr5	55146515	mOrnAna1_chr5
mOrnAna1_chr6	25746746	mOrnAna1_chr6
mOrnAna1_chr15	13187509	mOrnAna1_chr15
mOrnAna1_chr18	22342250	mOrnAna1_chr18
mOrnAna1_chrX5	35069660	mOrnAna1_chrX5
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr3	107449449	mPhyDis1_chr3
mPhyDis1_chr4	104928251	mPhyDis1_chr4
mPhyDis1_chr5	87574110	mPhyDis1_chr5
mPhyDis1_chr6	85871431	mPhyDis1_chr6
mPhyDis1_chr7	69623964	mPhyDis1_chr7
mPhyDis1_chrX	53671095	mPhyDis1_chrX
mRhiFer1_chr7	50138214	mRhiFer1_chr7
mRhiFer1_chr8	48784736	mRhiFer1_chr8
mRhiFer1_chr9	47251211	mRhiFer1_chr9
mRhiFer1_chr13	35704782	mRhiFer1_chr13
mRhiFer1_chr16	33869140	mRhiFer1_chr16
mRhiFer1_chr19	30241372	mRhiFer1_chr19
mRhiFer1_chrX	62466689	mRhiFer1_chrX
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr5	73712574	rGopEvg1_chr5
rGopEvg1_chr9	54463965	rGopEvg1_chr9
rGopEvg1_chr11	40578796	rGopEvg1_chr11
rGopEvg1_chr18	11583386	rGopEvg1_chr18
rGopEvg1_scaffold_86_arrow_ctg1	152559	rGopEvg1_scaffold_86_arrow_ctg1
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr6	52462704	sAmbRad1_chr6
sAmbRad1_chr7	45511192	sAmbRad1_chr7
sAmbRad1_chr12	31434652	sAmbRad1_chr12
sAmbRad1_chr13	31026464	sAmbRad1_chr13
sAmbRad1_chr14	30446330	sAmbRad1_chr14
sAmbRad1_chr19	23845658	sAmbRad1_chr19
sAmbRad1_chr26	18718010	sAmbRad1_chr26
sAmbRad1_chr31	16114275	sAmbRad1_chr31
sAmbRad1_chr39	9201868	sAmbRad1_chr39
