chr	locus	value
fArcCen1_chr11	18249144	fArcCen1_chr11
fArcCen1_chr12	13233023	fArcCen1_chr12
fArcCen1_chr14	19350562	fArcCen1_chr14
fArcCen1_chr16	19180007	fArcCen1_chr16
fArcCen1_chr20	16555437	fArcCen1_chr20
fArcCen1_chr22	14647140	fArcCen1_chr22
fArcCen1_chr23	12310491	fArcCen1_chr23
fArcCen1_scaffold_52_ctg1	879152	fArcCen1_scaffold_52_ctg1
fAstCal1_chr1	20581203	fAstCal1_chr1
fAstCal1_chr2	19107848	fAstCal1_chr2
fAstCal1_chr4	16716539	fAstCal1_chr4
fAstCal1_chr5	19339139	fAstCal1_chr5
fAstCal1_chr6	20714010	fAstCal1_chr6
fAstCal1_chr7	34198889	fAstCal1_chr7
fAstCal1_chr9	17956569	fAstCal1_chr9
fAstCal1_chr11	18338033	fAstCal1_chr11
fAstCal1_chr12	19334680	fAstCal1_chr12
fAstCal1_chr15	20111382	fAstCal1_chr15
fAstCal1_chr17	19724457	fAstCal1_chr17
fAstCal1_chr19	15431565	fAstCal1_chr19
fAstCal1_chr20	15733877	fAstCal1_chr20
fAstCal1_chr22	17505732	fAstCal1_chr22
fCotGob3_chr1	13527933	fCotGob3_chr1
fCotGob3_chr3	15014497	fCotGob3_chr3
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr6	13840172	fCotGob3_chr6
fCotGob3_chr7	11534840	fCotGob3_chr7
fCotGob3_chr8	11716268	fCotGob3_chr8
fCotGob3_chr9	15036273	fCotGob3_chr9
fCotGob3_chr10	13719134	fCotGob3_chr10
fCotGob3_chr11	11096709	fCotGob3_chr11
fCotGob3_chr12	11451260	fCotGob3_chr12
fCotGob3_chr14	12852251	fCotGob3_chr14
fCotGob3_chr16	13290699	fCotGob3_chr16
fCotGob3_chr18	7465191	fCotGob3_chr18
fCotGob3_chr20	8799899	fCotGob3_chr20
fCotGob3_chr22	11304556	fCotGob3_chr22
fCotGob3_chr23	7966181	fCotGob3_chr23
fCotGob3_fCotGob3_184arrow_ctg1	140606	fCotGob3_fCotGob3_184arrow_ctg1
fCotGob3_fCotGob3_298arrow_ctg1	46509	fCotGob3_fCotGob3_298arrow_ctg1
fCotGob3_fCotGob3_333arrow_ctg1	41404	fCotGob3_fCotGob3_333arrow_ctg1
fCotGob3_fCotGob3_42arrow_ctg1	401529	fCotGob3_fCotGob3_42arrow_ctg1
fGouWil2_chr1	22966643	fGouWil2_chr1
fGouWil2_chr3	23028778	fGouWil2_chr3
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr6	36225988	fGouWil2_chr6
fGouWil2_chr7	20272378	fGouWil2_chr7
fGouWil2_chr8	17329174	fGouWil2_chr8
fGouWil2_chr9	21574856	fGouWil2_chr9
fGouWil2_chr10	21485044	fGouWil2_chr10
fGouWil2_chr11	16291782	fGouWil2_chr11
fGouWil2_chr12	16739349	fGouWil2_chr12
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr16	20117201	fGouWil2_chr16
fGouWil2_chr18	14239168	fGouWil2_chr18
fGouWil2_chr20	14393881	fGouWil2_chr20
fGouWil2_chr22	17338308	fGouWil2_chr22
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr6	12545156	fMasArm1_chr6
fMasArm1_chr7	13356603	fMasArm1_chr7
fMasArm1_chr8	11601063	fMasArm1_chr8
fMasArm1_chr9	12911114	fMasArm1_chr9
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr12	10521815	fMasArm1_chr12
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr18	9837967	fMasArm1_chr18
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr23	8226894	fMasArm1_chr23
mLynCan4_chrA2	84494171	mLynCan4_chrA2
mLynCan4_chrB4	70655818	mLynCan4_chrB4
mLynCan4_chrC1	110477330	mLynCan4_chrC1
mLynCan4_chrD3	46724169	mLynCan4_chrD3
mLynCan4_chrE1	30335076	mLynCan4_chrE1
mLynCan4_chrE2	30781656	mLynCan4_chrE2
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr3	70993541	mOrnAna1_chr3
mOrnAna1_chr10	29722348	mOrnAna1_chr10
mOrnAna1_chr11	31753015	mOrnAna1_chr11
mOrnAna1_chr14	26444703	mOrnAna1_chr14
mOrnAna1_chr16	23198637	mOrnAna1_chr16
mOrnAna1_chr21	12257429	mOrnAna1_chr21
mOrnAna1_chrX4	4319728	mOrnAna1_chrX4
mPhyDis1_chr1	109215071	mPhyDis1_chr1
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr3	107449449	mPhyDis1_chr3
mPhyDis1_chr7	69623964	mPhyDis1_chr7
mPhyDis1_chr12	38979755	mPhyDis1_chr12
mPhyDis1_chr13	38519993	mPhyDis1_chr13
mRhiFer1_chr6	50576792	mRhiFer1_chr6
mRhiFer1_chr9	47251211	mRhiFer1_chr9
mRhiFer1_chr10	46232412	mRhiFer1_chr10
mRhiFer1_chr11	44559714	mRhiFer1_chr11
mRhiFer1_chr15	25527915	mRhiFer1_chr15
mRhiFer1_chr25	20170404	mRhiFer1_chr25
mRhiFer1_chrX	62466689	mRhiFer1_chrX
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr4	77959320	rGopEvg1_chr4
rGopEvg1_chr12	22145997	rGopEvg1_chr12
rGopEvg1_chr13	17026189	rGopEvg1_chr13
rGopEvg1_chr20	9907404	rGopEvg1_chr20
rGopEvg1_scaffold_35_arrow_ctg1	3032746	rGopEvg1_scaffold_35_arrow_ctg1
sAmbRad1_chr12	31434652	sAmbRad1_chr12
sAmbRad1_chr17	25485429	sAmbRad1_chr17
sAmbRad1_chr19	23845658	sAmbRad1_chr19
sAmbRad1_chr21	21987025	sAmbRad1_chr21
sAmbRad1_chr25	19119878	sAmbRad1_chr25
sAmbRad1_chr27	18460444	sAmbRad1_chr27
sAmbRad1_chr30	16668339	sAmbRad1_chr30
sAmbRad1_chr31	16114275	sAmbRad1_chr31
sAmbRad1_chr38	9745214	sAmbRad1_chr38
sAmbRad1_chr43	6717932	sAmbRad1_chr43
sAmbRad1_chr46	4336768	sAmbRad1_chr46
sAmbRad1_chr49	1897763	sAmbRad1_chr49
