chr	locus	value
fAnaTes1_chr8	10916276	fAnaTes1_chr8
fAnaTes1_chr11	11181484	fAnaTes1_chr11
fAnaTes1_chr13	12956420	fAnaTes1_chr13
fAnaTes1_chr14	9937500	fAnaTes1_chr14
fAnaTes1_chr15	10960625	fAnaTes1_chr15
fAnaTes1_chr16	12217087	fAnaTes1_chr16
fAnaTes1_chr17	11708315	fAnaTes1_chr17
fAnaTes1_chr21	12248170	fAnaTes1_chr21
fAnaTes1_chr22	10491238	fAnaTes1_chr22
fAnaTes1_chr23	7679556	fAnaTes1_chr23
fAnaTes1_chr24	9966734	fAnaTes1_chr24
fArcCen1_chr2	15730425	fArcCen1_chr2
fArcCen1_chr3	18149332	fArcCen1_chr3
fArcCen1_chr4	19261569	fArcCen1_chr4
fArcCen1_chr5	18156033	fArcCen1_chr5
fArcCen1_chr7	18908629	fArcCen1_chr7
fArcCen1_chr8	15189776	fArcCen1_chr8
fArcCen1_chr11	18249144	fArcCen1_chr11
fArcCen1_chr13	21744641	fArcCen1_chr13
fArcCen1_chr14	19350562	fArcCen1_chr14
fArcCen1_chr15	15211719	fArcCen1_chr15
fArcCen1_chr16	19180007	fArcCen1_chr16
fArcCen1_chr17	17785540	fArcCen1_chr17
fArcCen1_chr20	16555437	fArcCen1_chr20
fArcCen1_chr21	17795000	fArcCen1_chr21
fArcCen1_chr22	14647140	fArcCen1_chr22
fArcCen1_chr23	12310491	fArcCen1_chr23
fArcCen1_chr24	17998600	fArcCen1_chr24
fArcCen1_scaffold_29_ctg1	2241240	fArcCen1_scaffold_29_ctg1
fArcCen1_scaffold_40_ctg1	1664182	fArcCen1_scaffold_40_ctg1
fAstCal1_chr1	20581203	fAstCal1_chr1
fAstCal1_chr4	16716539	fAstCal1_chr4
fAstCal1_chr5	19339139	fAstCal1_chr5
fAstCal1_chr9	17956569	fAstCal1_chr9
fAstCal1_chr10	17037060	fAstCal1_chr10
fAstCal1_chr11	18338033	fAstCal1_chr11
fAstCal1_chr13	16572975	fAstCal1_chr13
fAstCal1_chr14	19992677	fAstCal1_chr14
fAstCal1_chr15	20111382	fAstCal1_chr15
fAstCal1_chr16	17900926	fAstCal1_chr16
fAstCal1_chr17	19724457	fAstCal1_chr17
fAstCal1_chr18	17926294	fAstCal1_chr18
fAstCal1_chr19	15431565	fAstCal1_chr19
fAstCal1_chr20	15733877	fAstCal1_chr20
fAstCal1_chr22	17505732	fAstCal1_chr22
fAstCal1_chr23	21960902	fAstCal1_chr23
fCotGob3_chr2	6461564	fCotGob3_chr2
fCotGob3_chr3	15014497	fCotGob3_chr3
fCotGob3_chr4	14474522	fCotGob3_chr4
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr7	11534840	fCotGob3_chr7
fCotGob3_chr11	11096709	fCotGob3_chr11
fCotGob3_chr13	13871458	fCotGob3_chr13
fCotGob3_chr14	12852251	fCotGob3_chr14
fCotGob3_chr15	12481605	fCotGob3_chr15
fCotGob3_chr16	13290699	fCotGob3_chr16
fCotGob3_chr17	12578072	fCotGob3_chr17
fCotGob3_chr20	8799899	fCotGob3_chr20
fCotGob3_chr21	12052396	fCotGob3_chr21
fCotGob3_chr22	11304556	fCotGob3_chr22
fCotGob3_chr24	11220910	fCotGob3_chr24
fCotGob3_fCotGob3_128arrow_ctg1	120305	fCotGob3_fCotGob3_128arrow_ctg1
fCotGob3_fCotGob3_379arrow_ctg1	37132	fCotGob3_fCotGob3_379arrow_ctg1
fCotGob3_fCotGob3_385arrow_ctg1	38607	fCotGob3_fCotGob3_385arrow_ctg1
fCotGob3_fCotGob3_50arrow_ctg1	32328	fCotGob3_fCotGob3_50arrow_ctg1
fGouWil2_chr2	6924416	fGouWil2_chr2
fGouWil2_chr3	23028778	fGouWil2_chr3
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr6	36225988	fGouWil2_chr6
fGouWil2_chr7	20272378	fGouWil2_chr7
fGouWil2_chr8	17329174	fGouWil2_chr8
fGouWil2_chr11	16291782	fGouWil2_chr11
fGouWil2_chr13	22260683	fGouWil2_chr13
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr15	18513505	fGouWil2_chr15
fGouWil2_chr16	20117201	fGouWil2_chr16
fGouWil2_chr17	18584809	fGouWil2_chr17
fGouWil2_chr20	14393881	fGouWil2_chr20
fGouWil2_chr21	19489022	fGouWil2_chr21
fGouWil2_chr22	17338308	fGouWil2_chr22
fGouWil2_chr24	12975636	fGouWil2_chr24
fGouWil2_scaffold_3_arrow_ctg1	952772	fGouWil2_scaffold_3_arrow_ctg1
fMasArm1_chr2	5724603	fMasArm1_chr2
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr7	13356603	fMasArm1_chr7
fMasArm1_chr8	11601063	fMasArm1_chr8
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr13	13749128	fMasArm1_chr13
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr15	12037531	fMasArm1_chr15
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr21	14366162	fMasArm1_chr21
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr23	8226894	fMasArm1_chr23
fMasArm1_chr24	10664311	fMasArm1_chr24
mLynCan4_chrA1	120006330	mLynCan4_chrA1
mLynCan4_chrA2	84494171	mLynCan4_chrA2
mLynCan4_chrB2	76376592	mLynCan4_chrB2
mLynCan4_chrB4	70655818	mLynCan4_chrB4
mLynCan4_chrC2	79463687	mLynCan4_chrC2
mLynCan4_chrD1	57857957	mLynCan4_chrD1
mLynCan4_chrE3	20525415	mLynCan4_chrE3
mLynCan4_chrF1	34536611	mLynCan4_chrF1
mOrnAna1_chr1	93253008	mOrnAna1_chr1
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr3	70993541	mOrnAna1_chr3
mOrnAna1_chr4	68047194	mOrnAna1_chr4
mOrnAna1_chr7	41669021	mOrnAna1_chr7
mOrnAna1_chr8	35474907	mOrnAna1_chr8
mOrnAna1_chr11	31753015	mOrnAna1_chr11
mOrnAna1_chr13	21147321	mOrnAna1_chr13
mOrnAna1_chr14	26444703	mOrnAna1_chr14
mOrnAna1_chr16	23198637	mOrnAna1_chr16
mOrnAna1_chr17	22768335	mOrnAna1_chr17
mOrnAna1_chr18	22342250	mOrnAna1_chr18
mOrnAna1_chr19	17560270	mOrnAna1_chr19
mOrnAna1_chr21	12257429	mOrnAna1_chr21
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mOrnAna1_chrX2	14831053	mOrnAna1_chrX2
mOrnAna1_chrX3	16931668	mOrnAna1_chrX3
mOrnAna1_scaffold_93_arrow_ctg1	1055552	mOrnAna1_scaffold_93_arrow_ctg1
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr3	107449449	mPhyDis1_chr3
mPhyDis1_chr4	104928251	mPhyDis1_chr4
mPhyDis1_chr7	69623964	mPhyDis1_chr7
mPhyDis1_chr9	52843984	mPhyDis1_chr9
mPhyDis1_chr15	13443387	mPhyDis1_chr15
mRhiFer1_chr2	54630944	mRhiFer1_chr2
mRhiFer1_chr3	52150368	mRhiFer1_chr3
mRhiFer1_chr7	50138214	mRhiFer1_chr7
mRhiFer1_chr10	46232412	mRhiFer1_chr10
mRhiFer1_chr17	33468916	mRhiFer1_chr17
mRhiFer1_chr19	30241372	mRhiFer1_chr19
mRhiFer1_chr27	13921922	mRhiFer1_chr27
mRhiFer1_Super_scaffold_3	1732259	mRhiFer1_Super_scaffold_3
mRhiFer1_scaffold_54_arrow_ctg1_1	9563993	mRhiFer1_scaffold_54_arrow_ctg1_1
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr4	77959320	rGopEvg1_chr4
rGopEvg1_chr5	73712574	rGopEvg1_chr5
rGopEvg1_chr7	65805985	rGopEvg1_chr7
rGopEvg1_chr9	54463965	rGopEvg1_chr9
rGopEvg1_chr10	43246753	rGopEvg1_chr10
rGopEvg1_chr11	40578796	rGopEvg1_chr11
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr4	60907368	sAmbRad1_chr4
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr6	52462704	sAmbRad1_chr6
sAmbRad1_chr7	45511192	sAmbRad1_chr7
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr13	31026464	sAmbRad1_chr13
sAmbRad1_chr14	30446330	sAmbRad1_chr14
sAmbRad1_chr16	26446979	sAmbRad1_chr16
sAmbRad1_chr17	25485429	sAmbRad1_chr17
sAmbRad1_chr18	24875344	sAmbRad1_chr18
sAmbRad1_chr22	21894191	sAmbRad1_chr22
sAmbRad1_chr23	21075475	sAmbRad1_chr23
sAmbRad1_chr24	20278864	sAmbRad1_chr24
