chr	locus	value
fMasArm1_chr2	5724603	fMasArm1_chr2
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr6	12545156	fMasArm1_chr6
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr13	13749128	fMasArm1_chr13
fMasArm1_chr15	12037531	fMasArm1_chr15
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr19	9960384	fMasArm1_chr19
fMasArm1_chr21	14366162	fMasArm1_chr21
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr24	10664311	fMasArm1_chr24
fMasArm1_Contig12arrow_ctg1	559473	fMasArm1_Contig12arrow_ctg1
mLynCan4_chrA3	69915584	mLynCan4_chrA3
mLynCan4_chrB3	73053008	mLynCan4_chrB3
mLynCan4_chrC1	110477330	mLynCan4_chrC1
mOrnAna1_chr1	93253008	mOrnAna1_chr1
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr5	55146515	mOrnAna1_chr5
mOrnAna1_chr6	25746746	mOrnAna1_chr6
mOrnAna1_chr7	41669021	mOrnAna1_chr7
mOrnAna1_chr9	30930611	mOrnAna1_chr9
mOrnAna1_chr10	29722348	mOrnAna1_chr10
mOrnAna1_chr15	13187509	mOrnAna1_chr15
mOrnAna1_chr18	22342250	mOrnAna1_chr18
mOrnAna1_chr20	15267767	mOrnAna1_chr20
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mPhyDis1_chr4	104928251	mPhyDis1_chr4
mPhyDis1_chr5	87574110	mPhyDis1_chr5
mPhyDis1_chr6	85871431	mPhyDis1_chr6
mPhyDis1_chr12	38979755	mPhyDis1_chr12
mRhiFer1_chr4	53103023	mRhiFer1_chr4
mRhiFer1_chr8	48784736	mRhiFer1_chr8
mRhiFer1_chr10	46232412	mRhiFer1_chr10
mRhiFer1_chr13	35704782	mRhiFer1_chr13
mRhiFer1_chr28	8332144	mRhiFer1_chr28
mRhiFer1_Super_scaffold_3	1732259	mRhiFer1_Super_scaffold_3
mRhiFer1_scaffold_84_arrow_ctg1	1322225	mRhiFer1_scaffold_84_arrow_ctg1
mRhiFer1_scaffold_87_arrow_ctg1_1	1347437	mRhiFer1_scaffold_87_arrow_ctg1_1
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr5	73712574	rGopEvg1_chr5
rGopEvg1_chr9	54463965	rGopEvg1_chr9
rGopEvg1_chr10	43246753	rGopEvg1_chr10
rGopEvg1_chr11	40578796	rGopEvg1_chr11
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr6	52462704	sAmbRad1_chr6
sAmbRad1_chr7	45511192	sAmbRad1_chr7
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr12	31434652	sAmbRad1_chr12
sAmbRad1_chr13	31026464	sAmbRad1_chr13
sAmbRad1_chr18	24875344	sAmbRad1_chr18
sAmbRad1_chr24	20278864	sAmbRad1_chr24
sAmbRad1_chr27	18460444	sAmbRad1_chr27
sAmbRad1_chr41	8328284	sAmbRad1_chr41
sAmbRad1_chr44	8031501	sAmbRad1_chr44
sAmbRad1_chr46	4336768	sAmbRad1_chr46
