chr	locus	value
fGouWil2_chr24	12975636	fGouWil2_chr24
fGouWil2_scaffold_120_arrow_ctg1	316032	fGouWil2_scaffold_120_arrow_ctg1
fGouWil2_scaffold_312_arrow_ctg1	99317	fGouWil2_scaffold_312_arrow_ctg1
fGouWil2_scaffold_348_arrow_ctg1	24051	fGouWil2_scaffold_348_arrow_ctg1
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr7	13356603	fMasArm1_chr7
fMasArm1_chr9	12911114	fMasArm1_chr9
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr12	10521815	fMasArm1_chr12
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr18	9837967	fMasArm1_chr18
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr21	14366162	fMasArm1_chr21
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr23	8226894	fMasArm1_chr23
fMasArm1_chr24	10664311	fMasArm1_chr24
mLynCan4_chrA3	69915584	mLynCan4_chrA3
mLynCan4_chrB1	102990426	mLynCan4_chrB1
mLynCan4_chrB3	73053008	mLynCan4_chrB3
mLynCan4_chrF2	41635303	mLynCan4_chrF2
mOrnAna1_chr4	68047194	mOrnAna1_chr4
mOrnAna1_chr5	55146515	mOrnAna1_chr5
mOrnAna1_chr7	41669021	mOrnAna1_chr7
mOrnAna1_chr9	30930611	mOrnAna1_chr9
mOrnAna1_chr10	29722348	mOrnAna1_chr10
mOrnAna1_chr12	30228024	mOrnAna1_chr12
mOrnAna1_chr20	15267767	mOrnAna1_chr20
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mOrnAna1_chrX2	14831053	mOrnAna1_chrX2
mPhyDis1_chr1	109215071	mPhyDis1_chr1
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr7	69623964	mPhyDis1_chr7
mPhyDis1_chr8	57428267	mPhyDis1_chr8
mPhyDis1_chr11	47612418	mPhyDis1_chr11
mRhiFer1_chr4	53103023	mRhiFer1_chr4
mRhiFer1_chr5	44012871	mRhiFer1_chr5
mRhiFer1_chr13	35704782	mRhiFer1_chr13
mRhiFer1_chr14	36703276	mRhiFer1_chr14
mRhiFer1_chr15	25527915	mRhiFer1_chr15
mRhiFer1_chr18	31311502	mRhiFer1_chr18
mRhiFer1_chr25	20170404	mRhiFer1_chr25
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr5	73712574	rGopEvg1_chr5
rGopEvg1_chr6	68898876	rGopEvg1_chr6
rGopEvg1_chr10	43246753	rGopEvg1_chr10
rGopEvg1_chr19	11228427	rGopEvg1_chr19
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr3	65657566	sAmbRad1_chr3
sAmbRad1_chr4	60907368	sAmbRad1_chr4
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr6	52462704	sAmbRad1_chr6
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr12	31434652	sAmbRad1_chr12
sAmbRad1_chr23	21075475	sAmbRad1_chr23
sAmbRad1_chr39	9201868	sAmbRad1_chr39
sAmbRad1_chr44	8031501	sAmbRad1_chr44
sAmbRad1_scaffold_1041_ctg1	16405	sAmbRad1_scaffold_1041_ctg1
sAmbRad1_scaffold_1196_ctg1	10467	sAmbRad1_scaffold_1196_ctg1
