chr	locus	value
fMasArm1_chr21	14366162	fMasArm1_chr21
fMasArm1_chr23	8226894	fMasArm1_chr23
fMasArm1_chr24	10664311	fMasArm1_chr24
fMasArm1_Contig124arrow_ctg1	182120	fMasArm1_Contig124arrow_ctg1
fMasArm1_Super_Scaffold_29_ctg1	839678	fMasArm1_Super_Scaffold_29_ctg1
mLynCan4_chrA1	120006330	mLynCan4_chrA1
mLynCan4_chrA2	84494171	mLynCan4_chrA2
mLynCan4_chrA3	69915584	mLynCan4_chrA3
mLynCan4_chrD2	43626419	mLynCan4_chrD2
mLynCan4_chrE2	30781656	mLynCan4_chrE2
mLynCan4_chrX	61040683	mLynCan4_chrX
mOrnAna1_chr1	93253008	mOrnAna1_chr1
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr3	70993541	mOrnAna1_chr3
mOrnAna1_chr8	35474907	mOrnAna1_chr8
mOrnAna1_chr9	30930611	mOrnAna1_chr9
mOrnAna1_chr10	29722348	mOrnAna1_chr10
mOrnAna1_chr11	31753015	mOrnAna1_chr11
mOrnAna1_chr15	13187509	mOrnAna1_chr15
mOrnAna1_chr16	23198637	mOrnAna1_chr16
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mOrnAna1_chrX2	14831053	mOrnAna1_chrX2
mOrnAna1_chrX3	16931668	mOrnAna1_chrX3
mOrnAna1_chrX5	35069660	mOrnAna1_chrX5
mOrnAna1_scaffold_581_arrow_ctg1	21693	mOrnAna1_scaffold_581_arrow_ctg1
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr3	107449449	mPhyDis1_chr3
mPhyDis1_chr5	87574110	mPhyDis1_chr5
mPhyDis1_chr6	85871431	mPhyDis1_chr6
mPhyDis1_chr12	38979755	mPhyDis1_chr12
mPhyDis1_chr13	38519993	mPhyDis1_chr13
mRhiFer1_chr7	50138214	mRhiFer1_chr7
mRhiFer1_chr11	44559714	mRhiFer1_chr11
mRhiFer1_chr13	35704782	mRhiFer1_chr13
mRhiFer1_chr15	25527915	mRhiFer1_chr15
mRhiFer1_chr16	33869140	mRhiFer1_chr16
mRhiFer1_chr20	28891940	mRhiFer1_chr20
mRhiFer1_chr24	22408737	mRhiFer1_chr24
mRhiFer1_chrX	62466689	mRhiFer1_chrX
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr6	68898876	rGopEvg1_chr6
rGopEvg1_chr7	65805985	rGopEvg1_chr7
rGopEvg1_chr8	56986431	rGopEvg1_chr8
rGopEvg1_chr11	40578796	rGopEvg1_chr11
rGopEvg1_chr12	22145997	rGopEvg1_chr12
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr3	65657566	sAmbRad1_chr3
sAmbRad1_chr4	60907368	sAmbRad1_chr4
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr11	33032632	sAmbRad1_chr11
sAmbRad1_chr14	30446330	sAmbRad1_chr14
sAmbRad1_chr15	29944381	sAmbRad1_chr15
sAmbRad1_chr17	25485429	sAmbRad1_chr17
sAmbRad1_chr32	15597953	sAmbRad1_chr32
sAmbRad1_scaffold_518_ctg1	54100	sAmbRad1_scaffold_518_ctg1
