chr	locus	value
fAstCal1_chr7	34198889	fAstCal1_chr7
fAstCal1_chr11	18338033	fAstCal1_chr11
fAstCal1_chr13	16572975	fAstCal1_chr13
fAstCal1_chr15	20111382	fAstCal1_chr15
fAstCal1_chr17	19724457	fAstCal1_chr17
fAstCal1_chr18	17926294	fAstCal1_chr18
fAstCal1_chr19	15431565	fAstCal1_chr19
fAstCal1_chr20	15733877	fAstCal1_chr20
fAstCal1_chr22	17505732	fAstCal1_chr22
fCotGob3_chr4	14474522	fCotGob3_chr4
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr6	13840172	fCotGob3_chr6
fCotGob3_chr7	11534840	fCotGob3_chr7
fCotGob3_chr11	11096709	fCotGob3_chr11
fCotGob3_chr15	12481605	fCotGob3_chr15
fCotGob3_chr16	13290699	fCotGob3_chr16
fCotGob3_chr17	12578072	fCotGob3_chr17
fCotGob3_chr22	11304556	fCotGob3_chr22
fCotGob3_chr24	11220910	fCotGob3_chr24
fCotGob3_fCotGob3_130arrow_ctg1	64922	fCotGob3_fCotGob3_130arrow_ctg1
fCotGob3_fCotGob3_17arrow_ctg1	10214	fCotGob3_fCotGob3_17arrow_ctg1
fCotGob3_fCotGob3_212arrow_ctg1	96934	fCotGob3_fCotGob3_212arrow_ctg1
fCotGob3_fCotGob3_65arrow_ctg1	14302	fCotGob3_fCotGob3_65arrow_ctg1
fCotGob3_fCotGob3_70arrow_ctg1	389074	fCotGob3_fCotGob3_70arrow_ctg1
fGouWil2_chr1	22966643	fGouWil2_chr1
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr6	36225988	fGouWil2_chr6
fGouWil2_chr7	20272378	fGouWil2_chr7
fGouWil2_chr11	16291782	fGouWil2_chr11
fGouWil2_chr15	18513505	fGouWil2_chr15
fGouWil2_chr16	20117201	fGouWil2_chr16
fGouWil2_chr17	18584809	fGouWil2_chr17
fGouWil2_chr18	14239168	fGouWil2_chr18
fGouWil2_chr22	17338308	fGouWil2_chr22
fGouWil2_chr24	12975636	fGouWil2_chr24
fGouWil2_scaffold_320_arrow_ctg1	2366395	fGouWil2_scaffold_320_arrow_ctg1
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr6	12545156	fMasArm1_chr6
fMasArm1_chr7	13356603	fMasArm1_chr7
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr15	12037531	fMasArm1_chr15
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr18	9837967	fMasArm1_chr18
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr24	10664311	fMasArm1_chr24
fMasArm1_Contig110arrow_ctg1	528670	fMasArm1_Contig110arrow_ctg1
mLynCan4_chrB2	76376592	mLynCan4_chrB2
mLynCan4_chrC2	79463687	mLynCan4_chrC2
mOrnAna1_chr1	93253008	mOrnAna1_chr1
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr7	41669021	mOrnAna1_chr7
mOrnAna1_chr9	30930611	mOrnAna1_chr9
mOrnAna1_chr19	17560270	mOrnAna1_chr19
mOrnAna1_chr21	12257429	mOrnAna1_chr21
mOrnAna1_chrX1	62520457	mOrnAna1_chrX1
mOrnAna1_chrX2	14831053	mOrnAna1_chrX2
mOrnAna1_chrX3	16931668	mOrnAna1_chrX3
mPhyDis1_chr1	109215071	mPhyDis1_chr1
mPhyDis1_chr4	104928251	mPhyDis1_chr4
mPhyDis1_chr5	87574110	mPhyDis1_chr5
mPhyDis1_chr8	57428267	mPhyDis1_chr8
mPhyDis1_chr14	26137462	mPhyDis1_chr14
mRhiFer1_chr3	52150368	mRhiFer1_chr3
mRhiFer1_chr9	47251211	mRhiFer1_chr9
mRhiFer1_chr22	26653654	mRhiFer1_chr22
mRhiFer1_scaffold_36_arrow_ctg1_4	1528498	mRhiFer1_scaffold_36_arrow_ctg1_4
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr4	77959320	rGopEvg1_chr4
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr4	60907368	sAmbRad1_chr4
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr9	37664526	sAmbRad1_chr9
sAmbRad1_chr12	31434652	sAmbRad1_chr12
sAmbRad1_chr21	21987025	sAmbRad1_chr21
sAmbRad1_chr24	20278864	sAmbRad1_chr24
sAmbRad1_chr27	18460444	sAmbRad1_chr27
sAmbRad1_scaffold_1294_ctg1	5641	sAmbRad1_scaffold_1294_ctg1
