chr	locus	value
fArcCen1_chr5	18156033	fArcCen1_chr5
fArcCen1_chr7	18908629	fArcCen1_chr7
fArcCen1_chr9	14167040	fArcCen1_chr9
fArcCen1_chr10	19941491	fArcCen1_chr10
fArcCen1_chr11	18249144	fArcCen1_chr11
fArcCen1_chr13	21744641	fArcCen1_chr13
fArcCen1_chr14	19350562	fArcCen1_chr14
fArcCen1_chr15	15211719	fArcCen1_chr15
fArcCen1_chr16	19180007	fArcCen1_chr16
fArcCen1_chr17	17785540	fArcCen1_chr17
fArcCen1_chr19	15507179	fArcCen1_chr19
fArcCen1_chr20	16555437	fArcCen1_chr20
fArcCen1_chr21	17795000	fArcCen1_chr21
fArcCen1_chr22	14647140	fArcCen1_chr22
fArcCen1_chr24	17998600	fArcCen1_chr24
fArcCen1_scaffold_23_ctg1	4763914	fArcCen1_scaffold_23_ctg1
fArcCen1_scaffold_37_ctg1	1814926	fArcCen1_scaffold_37_ctg1
fArcCen1_scaffold_40_ctg1	1664182	fArcCen1_scaffold_40_ctg1
fArcCen1_scaffold_50_ctg1	1120980	fArcCen1_scaffold_50_ctg1
fArcCen1_scaffold_55_ctg1	980097	fArcCen1_scaffold_55_ctg1
fAstCal1_chr1	20581203	fAstCal1_chr1
fAstCal1_chr2	19107848	fAstCal1_chr2
fAstCal1_chr3	26256207	fAstCal1_chr3
fAstCal1_chr5	19339139	fAstCal1_chr5
fAstCal1_chr6	20714010	fAstCal1_chr6
fAstCal1_chr8	12913854	fAstCal1_chr8
fAstCal1_chr9	17956569	fAstCal1_chr9
fAstCal1_chr10	17037060	fAstCal1_chr10
fAstCal1_chr11	18338033	fAstCal1_chr11
fAstCal1_chr12	19334680	fAstCal1_chr12
fAstCal1_chr13	16572975	fAstCal1_chr13
fAstCal1_chr14	19992677	fAstCal1_chr14
fAstCal1_chr15	20111382	fAstCal1_chr15
fAstCal1_chr16	17900926	fAstCal1_chr16
fAstCal1_chr17	19724457	fAstCal1_chr17
fAstCal1_chr18	17926294	fAstCal1_chr18
fAstCal1_chr19	15431565	fAstCal1_chr19
fAstCal1_chr20	15733877	fAstCal1_chr20
fAstCal1_chr22	17505732	fAstCal1_chr22
fAstCal1_chr23	21960902	fAstCal1_chr23
fAstCal1_LS419890.1	33074	fAstCal1_LS419890.1
fCotGob3_chr1	13527933	fCotGob3_chr1
fCotGob3_chr2	6461564	fCotGob3_chr2
fCotGob3_chr3	15014497	fCotGob3_chr3
fCotGob3_chr4	14474522	fCotGob3_chr4
fCotGob3_chr5	15239719	fCotGob3_chr5
fCotGob3_chr7	11534840	fCotGob3_chr7
fCotGob3_chr9	15036273	fCotGob3_chr9
fCotGob3_chr10	13719134	fCotGob3_chr10
fCotGob3_chr11	11096709	fCotGob3_chr11
fCotGob3_chr13	13871458	fCotGob3_chr13
fCotGob3_chr14	12852251	fCotGob3_chr14
fCotGob3_chr15	12481605	fCotGob3_chr15
fCotGob3_chr16	13290699	fCotGob3_chr16
fCotGob3_chr17	12578072	fCotGob3_chr17
fCotGob3_chr18	7465191	fCotGob3_chr18
fCotGob3_chr20	8799899	fCotGob3_chr20
fCotGob3_chr21	12052396	fCotGob3_chr21
fCotGob3_chr22	11304556	fCotGob3_chr22
fCotGob3_chr24	11220910	fCotGob3_chr24
fCotGob3_fCotGob3_121arrow_ctg1	24307	fCotGob3_fCotGob3_121arrow_ctg1
fCotGob3_fCotGob3_259arrow_ctg1	81766	fCotGob3_fCotGob3_259arrow_ctg1
fCotGob3_fCotGob3_332arrow_ctg1	273004	fCotGob3_fCotGob3_332arrow_ctg1
fCotGob3_fCotGob3_357arrow_ctg1	37574	fCotGob3_fCotGob3_357arrow_ctg1
fCotGob3_fCotGob3_481arrow_ctg1	15204	fCotGob3_fCotGob3_481arrow_ctg1
fCotGob3_fCotGob3_70arrow_ctg1	389074	fCotGob3_fCotGob3_70arrow_ctg1
fGouWil2_chr1	22966643	fGouWil2_chr1
fGouWil2_chr2	6924416	fGouWil2_chr2
fGouWil2_chr3	23028778	fGouWil2_chr3
fGouWil2_chr4	21900578	fGouWil2_chr4
fGouWil2_chr5	21401395	fGouWil2_chr5
fGouWil2_chr6	36225988	fGouWil2_chr6
fGouWil2_chr7	20272378	fGouWil2_chr7
fGouWil2_chr9	21574856	fGouWil2_chr9
fGouWil2_chr10	21485044	fGouWil2_chr10
fGouWil2_chr11	16291782	fGouWil2_chr11
fGouWil2_chr14	18400844	fGouWil2_chr14
fGouWil2_chr15	18513505	fGouWil2_chr15
fGouWil2_chr16	20117201	fGouWil2_chr16
fGouWil2_chr17	18584809	fGouWil2_chr17
fGouWil2_chr18	14239168	fGouWil2_chr18
fGouWil2_chr19	13491330	fGouWil2_chr19
fGouWil2_chr20	14393881	fGouWil2_chr20
fGouWil2_chr21	19489022	fGouWil2_chr21
fGouWil2_chr22	17338308	fGouWil2_chr22
fGouWil2_chr24	12975636	fGouWil2_chr24
fGouWil2_scaffold_119_arrow_ctg1	583047	fGouWil2_scaffold_119_arrow_ctg1
fGouWil2_scaffold_261_arrow_ctg1	200674	fGouWil2_scaffold_261_arrow_ctg1
fGouWil2_scaffold_320_arrow_ctg1	2366395	fGouWil2_scaffold_320_arrow_ctg1
fMasArm1_chr1	13041935	fMasArm1_chr1
fMasArm1_chr2	5724603	fMasArm1_chr2
fMasArm1_chr3	14065036	fMasArm1_chr3
fMasArm1_chr4	13906038	fMasArm1_chr4
fMasArm1_chr5	14381481	fMasArm1_chr5
fMasArm1_chr7	13356603	fMasArm1_chr7
fMasArm1_chr9	12911114	fMasArm1_chr9
fMasArm1_chr10	14562035	fMasArm1_chr10
fMasArm1_chr11	11470894	fMasArm1_chr11
fMasArm1_chr13	13749128	fMasArm1_chr13
fMasArm1_chr14	12403600	fMasArm1_chr14
fMasArm1_chr15	12037531	fMasArm1_chr15
fMasArm1_chr16	12930792	fMasArm1_chr16
fMasArm1_chr17	12474818	fMasArm1_chr17
fMasArm1_chr18	9837967	fMasArm1_chr18
fMasArm1_chr19	9960384	fMasArm1_chr19
fMasArm1_chr20	10031731	fMasArm1_chr20
fMasArm1_chr21	14366162	fMasArm1_chr21
fMasArm1_chr22	11643006	fMasArm1_chr22
fMasArm1_chr24	10664311	fMasArm1_chr24
fMasArm1_Contig12arrow_ctg1	559473	fMasArm1_Contig12arrow_ctg1
fMasArm1_Super_Scaffold_26_ctg1	1211863	fMasArm1_Super_Scaffold_26_ctg1
mLynCan4_chrA1	120006330	mLynCan4_chrA1
mLynCan4_chrA3	69915584	mLynCan4_chrA3
mLynCan4_chrB2	76376592	mLynCan4_chrB2
mLynCan4_chrC1	110477330	mLynCan4_chrC1
mLynCan4_chrC2	79463687	mLynCan4_chrC2
mLynCan4_chrD1	57857957	mLynCan4_chrD1
mLynCan4_chrD2	43626419	mLynCan4_chrD2
mLynCan4_chrE1	30335076	mLynCan4_chrE1
mLynCan4_chrF1	34536611	mLynCan4_chrF1
mOrnAna1_chr2	85859831	mOrnAna1_chr2
mOrnAna1_chr3	70993541	mOrnAna1_chr3
mOrnAna1_chr4	68047194	mOrnAna1_chr4
mOrnAna1_chr5	55146515	mOrnAna1_chr5
mOrnAna1_chr7	41669021	mOrnAna1_chr7
mOrnAna1_chr13	21147321	mOrnAna1_chr13
mOrnAna1_chr16	23198637	mOrnAna1_chr16
mOrnAna1_chr17	22768335	mOrnAna1_chr17
mOrnAna1_chr18	22342250	mOrnAna1_chr18
mOrnAna1_chr19	17560270	mOrnAna1_chr19
mOrnAna1_chrX5	35069660	mOrnAna1_chrX5
mPhyDis1_chr2	108682542	mPhyDis1_chr2
mPhyDis1_chr3	107449449	mPhyDis1_chr3
mPhyDis1_chr4	104928251	mPhyDis1_chr4
mPhyDis1_chr5	87574110	mPhyDis1_chr5
mPhyDis1_chr6	85871431	mPhyDis1_chr6
mPhyDis1_chr8	57428267	mPhyDis1_chr8
mPhyDis1_chr10	47816787	mPhyDis1_chr10
mPhyDis1_chr14	26137462	mPhyDis1_chr14
mPhyDis1_chr15	13443387	mPhyDis1_chr15
mRhiFer1_chr8	48784736	mRhiFer1_chr8
mRhiFer1_chr9	47251211	mRhiFer1_chr9
mRhiFer1_chr11	44559714	mRhiFer1_chr11
mRhiFer1_chr16	33869140	mRhiFer1_chr16
mRhiFer1_chr18	31311502	mRhiFer1_chr18
mRhiFer1_chr21	27786220	mRhiFer1_chr21
mRhiFer1_chr22	26653654	mRhiFer1_chr22
mRhiFer1_chr24	22408737	mRhiFer1_chr24
mRhiFer1_chr27	13921922	mRhiFer1_chr27
rGopEvg1_chr1	185167572	rGopEvg1_chr1
rGopEvg1_chr2	149723587	rGopEvg1_chr2
rGopEvg1_chr3	112571524	rGopEvg1_chr3
rGopEvg1_chr4	77959320	rGopEvg1_chr4
rGopEvg1_chr6	68898876	rGopEvg1_chr6
rGopEvg1_chr7	65805985	rGopEvg1_chr7
rGopEvg1_chr8	56986431	rGopEvg1_chr8
rGopEvg1_chr11	40578796	rGopEvg1_chr11
rGopEvg1_chr18	11583386	rGopEvg1_chr18
rGopEvg1_chr20	9907404	rGopEvg1_chr20
rGopEvg1_chr24	6265931	rGopEvg1_chr24
rGopEvg1_scaffold_48_arrow_ctg1	975866	rGopEvg1_scaffold_48_arrow_ctg1
sAmbRad1_chr1	96584152	sAmbRad1_chr1
sAmbRad1_chr2	75786849	sAmbRad1_chr2
sAmbRad1_chr3	65657566	sAmbRad1_chr3
sAmbRad1_chr4	60907368	sAmbRad1_chr4
sAmbRad1_chr5	57817621	sAmbRad1_chr5
sAmbRad1_chr6	52462704	sAmbRad1_chr6
sAmbRad1_chr8	41817143	sAmbRad1_chr8
sAmbRad1_chr10	35047381	sAmbRad1_chr10
sAmbRad1_chr13	31026464	sAmbRad1_chr13
sAmbRad1_chr14	30446330	sAmbRad1_chr14
sAmbRad1_chr15	29944381	sAmbRad1_chr15
sAmbRad1_chr16	26446979	sAmbRad1_chr16
sAmbRad1_chr18	24875344	sAmbRad1_chr18
sAmbRad1_chr24	20278864	sAmbRad1_chr24
sAmbRad1_chr27	18460444	sAmbRad1_chr27
sAmbRad1_chr28	18210714	sAmbRad1_chr28
sAmbRad1_chr31	16114275	sAmbRad1_chr31
sAmbRad1_chr41	8328284	sAmbRad1_chr41
sAmbRad1_chr47	4029156	sAmbRad1_chr47
sAmbRad1_scaffold_468_ctg1	65557	sAmbRad1_scaffold_468_ctg1
