,start1,end1,start2,end2,col
2147,1697843373,1697843373,1821295233,1821295233,39
2145,1704750582,1704750582,1821261252,1821261252,39
2154,1717310632,1717310632,1827598603,1827598603,39
2162,1700054419,1700054419,1801429044,1801429044,39
2156,1707193535,1707193535,1827865927,1827865927,39
2163,1689492654,1689492654,1846365318,1846365318,39
2157,1665647893,1665647893,1843732820,1843732820,39
2165,1689741778,1689741778,1845990635,1845990635,39
2164,1670750374,1670750374,1843184828,1843184828,39
2166,1602334956,1602334956,1808660188,1808660188,39
2161,1700248707,1700248707,1801738353,1801738353,39
2160,1716814761,1716814761,1844074851,1844074851,39
2159,1640029782,1640029782,1844065664,1844065664,39
2158,1716891700,1716891700,1845320236,1845320236,39
2115,3004646515,3004646515,2225924382,2225924382,38
2123,3076340447,3076340447,2198355511,2198355511,38
2122,2292379282,2292379282,2220994006,2220994006,38
2121,715678063,715678063,2200597175,2200597175,38
2120,2248849753,2248849753,2199978251,2199978251,38
2119,1022751872,1022751872,2220194630,2220194630,38
2118,2260742656,2260742656,2197468152,2197468152,38
2117,980240820,980240820,2222179225,2222179225,38
2116,2293437959,2293437959,2222328876,2222328876,38
2110,3021613403,3021613403,2205964449,2205964449,38
2114,2294256170,2294256170,2223345791,2223345791,38
2113,2294417422,2294417422,2223578213,2223578213,38
2112,3005214297,3005214297,2224205892,2224205892,38
2111,3071751603,3071751603,2205654884,2205654884,38
2109,3021546916,3021546916,2205991581,2205991581,38
2108,3030614210,3030614210,2206572686,2206572686,38
2107,935008743,935008743,2206644776,2206644776,38
2125,2253747093,2253747093,2191290424,2191290424,38
2124,3003225420,3003225420,2191499587,2191499587,38
2130,925946465,925946465,2204858287,2204858287,38
2126,980835902,980835902,2190467745,2190467745,38
2135,2261289607,2261289607,2199016302,2199016302,38
2143,923007082,923007082,2219692023,2219692023,38
2141,924299775,924299775,2218854407,2218854407,38
2140,932919987,932919987,2220001244,2220001244,38
2139,2265047417,2265047417,2203660116,2203660116,38
2138,929521844,929521844,2202234090,2202234090,38
2137,937497263,937497263,2217615919,2217615919,38
2136,3076512210,3076512210,2198674418,2198674418,38
2142,924238573,924238573,2218919155,2218919155,38
2134,2339274226,2339274226,2194683877,2194683877,38
2132,3075313594,3075313594,2220287114,2220287114,38
2131,925806784,925806784,2205078025,2205078025,38
2127,977676889,977676889,2190434049,2190434049,38
2129,927745687,927745687,2203885095,2203885095,38
2128,971422695,971422695,2188455335,2188455335,38
2133,3013306506,3013306506,2194768104,2194768104,38
2081,1394784464,1394784464,2681360957,2681360957,37
2088,1930528290,1930528290,2699324369,2699324369,37
2087,1394986133,1394986133,2711522260,2711522260,37
2085,49455560,49455560,2688635381,2688635381,37
2084,1910228748,1910228748,2697801451,2697801451,37
2083,731546600,731546600,2697783776,2697783776,37
2082,1394715582,1394715582,2697353207,2697353207,37
2077,1942618611,1942618611,2694161280,2694161280,37
2080,816311916,816311916,2535674575,2535674575,37
2079,1938281165,1938281165,2691445014,2691445014,37
2078,1942722035,1942722035,2693771926,2693771926,37
2076,2346990359,2346990359,2693997399,2693997399,37
2075,1917597316,1917597316,2697182415,2697182415,37
2074,2656777718,2656777718,2697256693,2697256693,37
2090,729340109,729340109,2699519505,2699519505,37
2089,3088079439,3088079439,1671966692,1671966692,37
2086,665995397,665995397,2685997642,2685997642,37
2091,729379735,729379735,2699539847,2699539847,37
2099,730936156,730936156,2681883852,2681883852,37
2092,666916982,666916982,2681258865,2681258865,37
2106,2661853442,2661853442,2685754683,2685754683,37
2105,2350527601,2350527601,2685662187,2685662187,37
2103,1416681116,1416681116,2682464672,2682464672,37
2102,1416600669,1416600669,2682392617,2682392617,37
2101,2351671045,2351671045,2682400981,2682400981,37
2100,1399359235,1399359235,1116464170,1116464170,37
2104,1397667333,1397667333,2682123470,2682123470,37
2098,1399059234,1399059234,2682013664,2682013664,37
2093,667034021,667034021,2681315475,2681315475,37
2096,1418080556,1418080556,2694655497,2694655497,37
2095,1394953540,1394953540,2696223054,2696223054,37
2094,1889905756,1889905756,2693549097,2693549097,37
2097,1395115109,1395115109,2690337702,2690337702,37
2037,1178253429,1178253429,2639147117,2639147117,36
2038,1195975787,1195975787,2639223512,2639223512,36
2039,1517194019,1517194019,2646728717,2646728717,36
2040,1123375501,1123375501,2629586681,2629586681,36
2041,1123328265,1123328265,2629579300,2629579300,36
2043,1184549348,1184549348,2631463959,2631463959,36
2042,1122642767,1122642767,2628911112,2628911112,36
2044,1180824813,1180824813,2631442785,2631442785,36
2045,1467213198,1467213198,2631099578,2631099578,36
2046,1525111291,1525111291,2628518735,2628518735,36
2023,2865682465,2865682465,2638137539,2638137539,36
2036,2833110513,2833110513,2638998480,2638998480,36
2028,2867086355,2867086355,2637401642,2637401642,36
2035,2860046412,2860046412,2646076118,2646076118,36
2034,1194290243,1194290243,2632318887,2632318887,36
2033,1123443153,1123443153,2629625653,2629625653,36
2032,856706211,856706211,2634670763,2634670763,36
2031,2851077819,2851077819,2636456903,2636456903,36
2030,868692806,868692806,2636559113,2636559113,36
2029,2867677345,2867677345,2636947529,2636947529,36
2027,2866943610,2866943610,2637460314,2637460314,36
2026,2866639945,2866639945,2637824286,2637824286,36
2025,868722203,868722203,2637855711,2637855711,36
2024,2865325853,2865325853,2637875206,2637875206,36
2048,1525959526,1525959526,2627635202,2627635202,36
2047,2848539521,2848539521,2628733415,2628733415,36
2061,2709369913,2709369913,2633382922,2633382922,36
2049,1525401323,1525401323,2627491715,2627491715,36
2063,2890334225,2890334225,2640954627,2640954627,36
2050,1524104399,1524104399,2627506589,2627506589,36
2073,1520562582,1520562582,2645614424,2645614424,36
2072,1133948342,1133948342,2645824375,2645824375,36
2071,1491316033,1491316033,1494364931,1494364931,36
2070,2855474408,2855474408,2639873482,2639873482,36
2069,2854763000,2854763000,2639243216,2639243216,36
2067,2854819985,2854819985,2646784016,2646784016,36
2066,2856533385,2856533385,2641352439,2641352439,36
2065,2885253105,2885253105,2641317761,2641317761,36
2064,2890414293,2890414293,2640938147,2640938147,36
2068,858417825,858417825,2639612484,2639612484,36
2062,2890149663,2890149663,2641028482,2641028482,36
2055,2848009439,2848009439,2640587299,2640587299,36
2060,1436940928,1436940928,2634322606,2634322606,36
2052,1523751201,1523751201,2642990895,2642990895,36
2053,1180597530,1180597530,2643359990,2643359990,36
2054,1467599016,1467599016,2643440336,2643440336,36
2051,2856494412,2856494412,2628589584,2628589584,36
2056,2848049296,2848049296,2640386661,2640386661,36
2057,1527053870,1527053870,2640257346,2640257346,36
2058,2867791170,2867791170,2633429242,2633429242,36
2059,1438805070,1438805070,2633807245,2633807245,36
1984,748212031,748212031,2511890491,2511890491,35
1996,672108070,672108070,2507624951,2507624951,35
1995,1088031171,1088031171,2508035308,2508035308,35
1994,714284714,714284714,2514636186,2514636186,35
1993,2118311285,2118311285,2514513787,2514513787,35
1992,599572905,599572905,2511640271,2511640271,35
1991,2617495671,2617495671,2511724834,2511724834,35
1990,1176019249,1176019249,2511741608,2511741608,35
1989,2617543447,2617543447,2511798630,2511798630,35
1988,1101700397,1101700397,2511827526,2511827526,35
1987,673214753,673214753,2511630431,2511630431,35
1986,1350334181,1350334181,2512088994,2512088994,35
1998,2612604462,2612604462,2507166944,2507166944,35
1983,654380199,654380199,2496259058,2496259058,35
1982,672313968,672313968,2495862307,2495862307,35
1981,728425196,728425196,2495985259,2495985259,35
1980,728680193,728680193,2495948696,2495948696,35
1979,619725476,619725476,2495924743,2495924743,35
1978,721704983,721704983,2495904337,2495904337,35
1977,857435942,857435942,2495897585,2495897585,35
1976,722059990,722059990,2496876829,2496876829,35
1975,721893837,721893837,2495880302,2495880302,35
1974,721741041,721741041,2506294606,2506294606,35
1973,857446751,857446751,2506305737,2506305737,35
1997,2629986285,2629986285,2511368501,2511368501,35
1985,1350743364,1350743364,2512050032,2512050032,35
1999,1078021437,1078021437,2506723076,2506723076,35
2011,2643868433,2643868433,2510943502,2510943502,35
2022,2803010146,2803010146,2011601814,2011601814,35
2021,664647395,664647395,2497212819,2497212819,35
2020,671149523,671149523,2521939047,2521939047,35
2019,609217314,609217314,2519778536,2519778536,35
2018,602985811,602985811,2519624307,2519624307,35
2017,1167391587,1167391587,2519552231,2519552231,35
2016,1348093733,1348093733,2517025545,2517025545,35
2015,1348065936,1348065936,2517031074,2517031074,35
2014,1347932617,1347932617,2517120545,2517120545,35
2013,758149675,758149675,2494732657,2494732657,35
2012,721835488,721835488,2493134578,2493134578,35
2000,599603935,599603935,2506643307,2506643307,35
2002,714153020,714153020,2509710104,2509710104,35
2009,2614297760,2614297760,2507307984,2507307984,35
2008,2614241604,2614241604,2507285599,2507285599,35
2007,2617977764,2617977764,2506045157,2506045157,35
2006,2616205501,2616205501,2515754902,2515754902,35
2005,1350166101,1350166101,2506198807,2506198807,35
2004,714417919,714417919,2515407013,2515407013,35
2003,669619321,669619321,2505949049,2505949049,35
2001,762426213,762426213,2508965155,2508965155,35
2010,2614311347,2614311347,2507315721,2507315721,35
1951,2476256136,2476256136,2763763335,2763763335,34
1949,1443397650,1443397650,2766484518,2766484518,34
1950,2751033347,2751033347,2764285622,2764285622,34
1945,1115416058,1115416058,2757824137,2757824137,34
1952,2751057906,2751057906,2764305831,2764305831,34
1953,267933765,267933765,2764555030,2764555030,34
1947,2720718219,2720718219,2766545293,2766545293,34
1948,2720742023,2720742023,2766510056,2766510056,34
1940,1444185199,1444185199,2763113436,2763113436,34
1946,2719551214,2719551214,2768101380,2768101380,34
1944,2683774947,2683774947,2352755231,2352755231,34
1943,272352129,272352129,2762609685,2762609685,34
1942,2753013802,2753013802,2761738951,2761738951,34
1941,1444215698,1444215698,2763124434,2763124434,34
1956,269603741,269603741,2759735446,2759735446,34
1939,2754228849,2754228849,2757729823,2757729823,34
1955,269550027,269550027,2759720374,2759720374,34
1954,2756985797,2756985797,2759705267,2759705267,34
1957,2757045555,2757045555,2759764498,2759764498,34
1965,1462092242,1462092242,2762244445,2762244445,34
1972,2760491917,2760491917,2761171058,2761171058,34
1971,2721138772,2721138772,2768312776,2768312776,34
1969,1456791526,1456791526,1142583904,1142583904,34
1968,189558816,189558816,2758912466,2758912466,34
1967,2716607022,2716607022,2755784496,2755784496,34
1966,272029219,272029219,2764148002,2764148002,34
1970,2745439485,2745439485,2756684391,2756684391,34
1964,269673856,269673856,2761629847,2761629847,34
1963,1104812365,1104812365,2766344731,2766344731,34
1962,3049659290,3049659290,2765240304,2765240304,34
1961,1446581671,1446581671,2765130374,2765130374,34
1960,1443523581,1443523581,2765739297,2765739297,34
1959,2734768526,2734768526,2766031126,2766031126,34
1958,2827791652,2827791652,2766163523,2766163523,34
1896,1949807040,1949807040,2571908485,2571908485,33
1891,1953551911,1953551911,2572686723,2572686723,33
1892,1953528789,1953528789,2572712585,2572712585,33
1893,2675052911,2675052911,2571215113,2571215113,33
1894,2694762606,2694762606,2572935652,2572935652,33
1895,2695972880,2695972880,2571985455,2571985455,33
1899,667294338,667294338,2566396852,2566396852,33
1897,1947665474,1947665474,2572603434,2572603434,33
1898,1945488412,1945488412,2572649381,2572649381,33
1903,732470259,732470259,2566174372,2566174372,33
1900,732247694,732247694,2566120870,2566120870,33
1901,737784649,737784649,2563830633,2563830633,33
1902,601316853,601316853,2566138159,2566138159,33
1889,693795885,693795885,2573305662,2573305662,33
1890,693519564,693519564,2575641514,2575641514,33
1919,2662902683,2662902683,2558147810,2558147810,33
1888,1390724232,1390724232,2578037682,2578037682,33
1879,739820291,739820291,2575813021,2575813021,33
1905,668051815,668051815,2565503532,2565503532,33
1874,1409354079,1409354079,2571999779,2571999779,33
1875,2692843314,2692843314,2581572701,2581572701,33
1876,1945281882,1945281882,2576456682,2576456682,33
1877,1946461132,1946461132,2576634903,2576634903,33
1878,739150497,739150497,2575999205,2575999205,33
1880,1946729603,1946729603,235791065,235791065,33
1887,1407393468,1407393468,2577249692,2577249692,33
1881,1943460234,1943460234,2583420906,2583420906,33
1882,1958521144,1958521144,2581818413,2581818413,33
1883,1925974100,1925974100,2576445693,2576445693,33
1884,1379458942,1379458942,2576044234,2576044234,33
1885,1401819588,1401819588,2577153734,2577153734,33
1886,1401474552,1401474552,2576899380,2576899380,33
1904,605739211,605739211,2566175716,2566175716,33
1926,1401984332,1401984332,2570852387,2570852387,33
1906,2661760049,2661760049,2564460029,2564460029,33
1923,605822937,605822937,2579969678,2579969678,33
1938,1924355294,1924355294,2573163501,2573163501,33
1937,47897772,47897772,1417512410,1417512410,33
1936,2696640318,2696640318,2574269931,2574269931,33
1935,1954582514,1954582514,2574383613,2574383613,33
1934,726014054,726014054,2580778474,2580778474,33
1933,725651027,725651027,2580164861,2580164861,33
1907,1403133273,1403133273,2568685922,2568685922,33
1931,1926329059,1926329059,2584905124,2584905124,33
1930,1953647254,1953647254,2571782711,2571782711,33
1929,1953664547,1953664547,2571794133,2571794133,33
1928,1943764916,1943764916,2579542614,2579542614,33
1927,2675623365,2675623365,2570665065,2570665065,33
1925,736607186,736607186,2570967651,2570967651,33
1924,606024158,606024158,2580042010,2580042010,33
1932,1950485120,1950485120,2584913876,2584913876,33
1922,739861094,739861094,550237438,550237438,33
1914,736512343,736512343,2569323755,2569323755,33
1921,1893182959,1893182959,2558574950,2558574950,33
1908,738196025,738196025,2569184670,2569184670,33
1909,1892983198,1892983198,2568925625,2568925625,33
1910,1407567866,1407567866,2568846068,2568846068,33
1912,737929021,737929021,2568289086,2568289086,33
1913,736564931,736564931,2569236601,2569236601,33
1911,737948557,737948557,2568298543,2568298543,33
1915,1407196863,1407196863,2557116623,2557116623,33
1916,725340035,725340035,2557073382,2557073382,33
1917,2344188318,2344188318,2556844039,2556844039,33
1918,725584996,725584996,2556647009,2556647009,33
1920,1402838506,1402838506,2556703613,2556703613,33
1844,2182514635,2182514635,2668445543,2668445543,32
1851,2094805017,2094805017,2663980156,2663980156,32
1850,2188953035,2188953035,2670058741,2670058741,32
1852,2116581815,2116581815,2663866180,2663866180,32
1849,2077625681,2077625681,2669838714,2669838714,32
1848,1383222336,1383222336,580507889,580507889,32
1847,2182768513,2182768513,2670181013,2670181013,32
1846,2182704985,2182704985,2670211876,2670211876,32
1845,2182698680,2182698680,2664092941,2664092941,32
1837,2479724914,2479724914,1244308325,1244308325,32
1843,2190505734,2190505734,2668358631,2668358631,32
1842,2190424190,2190424190,2668316437,2668316437,32
1841,2366028338,2366028338,2667884132,2667884132,32
1840,2190244080,2190244080,2667849913,2667849913,32
1839,2080434587,2080434587,2670154128,2670154128,32
1838,2465765625,2465765625,2669400293,2669400293,32
1836,1751109107,1751109107,2678853554,2678853554,32
1835,1753687911,1753687911,2678768621,2678768621,32
1854,2122176677,2122176677,2668687385,2668687385,32
1834,1724508886,1724508886,2678502083,2678502083,32
1853,2077060056,2077060056,2668672051,2668672051,32
1855,2125295873,2125295873,2668952776,2668952776,32
1865,2405616762,2405616762,2673843092,2673843092,32
1856,2436823056,2436823056,2678975303,2678975303,32
1872,2375152659,2375152659,2674534647,2674534647,32
1871,2475619323,2475619323,2674225153,2674225153,32
1870,2008740540,2008740540,2673985447,2673985447,32
1869,2081877712,2081877712,2675361303,2675361303,32
1868,2436421500,2436421500,2679715481,2679715481,32
1867,2462526957,2462526957,2677923948,2677923948,32
1866,2451179578,2451179578,2676544863,2676544863,32
1873,2076950779,2076950779,2674475335,2674475335,32
1864,2076385245,2076385245,2673743214,2673743214,32
1862,2390333795,2390333795,2675681287,2675681287,32
1861,2474753187,2474753187,2676047914,2676047914,32
1860,2475859199,2475859199,2675911909,2675911909,32
1859,2474863085,2474863085,2676155800,2676155800,32
1858,2198603567,2198603567,2675671011,2675671011,32
1857,1752428309,1752428309,2670573314,2670573314,32
1863,2440523878,2440523878,2678785190,2678785190,32
1787,3067786156,3067786156,1049918543,1049918543,31
1780,692420341,692420341,2471011273,2471011273,31
1782,1156120903,1156120903,2484811558,2484811558,31
1783,638222956,638222956,2484777192,2484777192,31
1784,3010782379,3010782379,2485642310,2485642310,31
1785,2840175181,2840175181,2474036134,2474036134,31
1786,1082366421,1082366421,2474028370,2474028370,31
1791,1142739223,1142739223,2477776288,2477776288,31
1788,626063138,626063138,2482403236,2482403236,31
1789,626213886,626213886,2482393420,2482393420,31
1790,1142665049,1142665049,2477804890,2477804890,31
1792,1190883061,1190883061,2477331161,2477331161,31
1793,1184831951,1184831951,2476769801,2476769801,31
1794,857221767,857221767,2479377722,2479377722,31
1795,1365913085,1365913085,2478996973,2478996973,31
1778,2642955746,2642955746,2468522200,2468522200,31
1779,1345749847,1345749847,2470625330,2470625330,31
1769,640192171,640192171,2466209742,2466209742,31
1777,1098911378,1098911378,2468816014,2468816014,31
1776,1422748959,1422748959,2469454523,2469454523,31
1761,624044814,624044814,2486346943,2486346943,31
1762,623924053,623924053,2486279984,2486279984,31
1763,1197249424,1197249424,2489974620,2489974620,31
1764,650072956,650072956,2490008260,2490008260,31
1765,650061208,650061208,2484628153,2484628153,31
1766,670448902,670448902,2485432443,2485432443,31
1767,643839729,643839729,2472127193,2472127193,31
1768,1082551589,1082551589,2466228619,2466228619,31
1797,599237402,599237402,2479692998,2479692998,31
1770,640032108,640032108,2466095842,2466095842,31
1771,1154753606,1154753606,2463925039,2463925039,31
1772,749330685,749330685,2470382571,2470382571,31
1773,751214936,751214936,2470309113,2470309113,31
1774,692715075,692715075,2469758363,2469758363,31
1775,1066949278,1066949278,2469746241,2469746241,31
1796,1423027954,1423027954,2476139031,2476139031,31
1781,1334149621,1334149621,2471188311,2471188311,31
1798,1174503700,1174503700,2478689728,2478689728,31
1817,641455685,641455685,2472840169,2472840169,31
1819,1163490660,1163490660,2473996830,2473996830,31
1820,1155991475,1155991475,2482611335,2482611335,31
1821,627401615,627401615,2454067537,2454067537,31
1822,1076409420,1076409420,2453258274,2453258274,31
1824,640446274,640446274,2456853174,2456853174,31
1825,1171128619,1171128619,2467229239,2467229239,31
1826,627557565,627557565,2467505573,2467505573,31
1827,756715994,756715994,2467533819,2467533819,31
1828,756692594,756692594,2467545415,2467545415,31
1829,757001786,757001786,2467881067,2467881067,31
1830,661186869,661186869,2468305396,2468305396,31
1831,2637932727,2637932727,2460721287,2460721287,31
1832,637631100,637631100,2457431782,2457431782,31
1833,640350355,640350355,2457255070,2457255070,31
1799,1080269466,1080269466,2480731972,2480731972,31
1818,643012742,643012742,2472521264,2472521264,31
1823,631753463,631753463,2455776396,2455776396,31
1816,641551370,641551370,2472910030,2472910030,31
1807,658299971,658299971,2475641418,2475641418,31
1800,627141868,627141868,2454324633,2454324633,31
1815,641562041,641562041,2472920676,2472920676,31
1802,1077990557,1077990557,2454948306,2454948306,31
1803,1083113220,1083113220,2454961542,2454961542,31
1804,1083018678,1083018678,2454979552,2454979552,31
1805,857112015,857112015,2480583266,2480583266,31
1806,626012274,626012274,2713687167,2713687167,31
1801,638239765,638239765,2454867458,2454867458,31
1808,658313629,658313629,2484677299,2484677299,31
1810,633834739,633834739,2480266446,2480266446,31
1811,1166944605,1166944605,2480192770,2480192770,31
1812,1334216421,1334216421,2471439404,2471439404,31
1813,756494672,756494672,2471292086,2471292086,31
1809,642959952,642959952,2480299268,2480299268,31
1814,642419899,642419899,2473120699,2473120699,31
1738,1482101763,1482101763,2714650366,2714650366,30
1743,222107736,222107736,2707256338,2707256338,30
1742,1071010389,1071010389,2681106291,2681106291,30
1741,2096230335,2096230335,2711831781,2711831781,30
1740,856583907,856583907,2715430718,2715430718,30
1739,856412918,856412918,2725507297,2725507297,30
1735,2710858944,2710858944,2712888844,2712888844,30
1737,1126667368,1126667368,2723919160,2723919160,30
1736,2799908140,2799908140,2724498581,2724498581,30
1734,1127533355,1127533355,2723023512,2723023512,30
1733,2800010866,2800010866,2723006187,2723006187,30
1732,1480332565,1480332565,2718950219,2718950219,30
1731,1128996376,1128996376,2716092225,2716092225,30
1745,1487828544,1487828544,2713623899,2713623899,30
1744,1487888803,1487888803,2715276577,2715276577,30
1753,1130891152,1130891152,2717850683,2717850683,30
1746,1487747863,1487747863,2713471781,2713471781,30
1755,2873565962,2873565962,2726841667,2726841667,30
1747,1204947,1204947,1616515070,1616515070,30
1760,2845530863,2845530863,2721095364,2721095364,30
1758,1479274946,1479274946,2719471244,2719471244,30
1757,1158158453,1158158453,2719308336,2719308336,30
1756,1514212157,1514212157,2715500753,2715500753,30
1759,1130360700,1130360700,2721215695,2721215695,30
1754,2710613480,2710613480,2726664026,2726664026,30
1751,2710435728,2710435728,2717850683,2717850683,30
1750,1519099046,1519099046,2718408529,2718408529,30
1749,888778481,888778481,2712055357,2712055357,30
1752,2711117178,2711117178,2717858958,2717858958,30
1748,1123892809,1123892809,2723444729,2723444729,30
1701,1541874064,1541874064,2545344649,2545344649,29
1696,1534439095,1534439095,2551194156,2551194156,29
1698,1613736595,1613736595,2551084952,2551084952,29
1699,357273328,357273328,2548593874,2548593874,29
1700,316071518,316071518,2550319625,2550319625,29
1703,1596129181,1596129181,2549179135,2549179135,29
1702,1617744532,1617744532,2549092123,2549092123,29
1704,1615153132,1615153132,2549416200,2549416200,29
1705,304685405,304685405,2553760871,2553760871,29
1694,1617490468,1617490468,2549429584,2549429584,29
1695,303321159,303321159,2549068943,2549068943,29
1687,1619888335,1619888335,2529831453,2529831453,29
1693,1534674567,1534674567,2536926039,2536926039,29
1692,388655575,388655575,2551250207,2551250207,29
1691,389140395,389140395,2551247349,2551247349,29
1690,816090194,816090194,2542424515,2542424515,29
1689,298139967,298139967,2524247334,2524247334,29
1688,297908193,297908193,2525249016,2525249016,29
1686,385330527,385330527,2527149273,2527149273,29
1685,1612007582,1612007582,2532484816,2532484816,29
1684,1600200250,1600200250,2532532789,2532532789,29
1707,1102249928,1102249928,2536080118,2536080118,29
1706,1102177227,1102177227,2536161469,2536161469,29
1697,1534405767,1534405767,2551184066,2551184066,29
1708,1612771874,1612771874,2536067741,2536067741,29
1719,1639064042,1639064042,2535783934,2535783934,29
1730,356646369,356646369,2540690107,2540690107,29
1729,1642413107,1642413107,2535457710,2535457710,29
1728,355950360,355950360,2541638005,2541638005,29
1726,808465244,808465244,2528432553,2528432553,29
1725,412803301,412803301,2534688973,2534688973,29
1724,356683983,356683983,2550854839,2550854839,29
1723,356881949,356881949,2536753700,2536753700,29
1722,1542074849,1542074849,2536886879,2536886879,29
1721,1624303383,1624303383,2545577624,2545577624,29
1720,1608187405,1608187405,2552923100,2552923100,29
1727,334172109,334172109,2541982642,2541982642,29
1718,1598544158,1598544158,2552504091,2552504091,29
1713,131514689,131514689,2552559922,2552559922,29
1709,316975758,316975758,2552934545,2552934545,29
1710,1862711718,1862711718,1353379045,1353379045,29
1712,299137951,299137951,2553716595,2553716595,29
1711,2227311329,2227311329,1780693261,1780693261,29
1714,388869931,388869931,2552591473,2552591473,29
