BuscoID,BUSCO_LittleSkate,BUSCO_ThornySkate,BUSCO_Zebrafish,BUSCO_Chicken,BUSCO_Mouse,BUSCO_Human
49885at7742,chr1&20134224,chr1&21249348,chr7&1112900,chr4&57133859,chr3&127666772,chr4&112377778
339693at7742,chr1&20294358,chr1&21423710,chr14&4796754,chr4&57169638,chr3&127808491,chr4&112250508
89391at7742,chr1&21659408,chr1&22902467,chr13&12543868,chr4&57825703,chr3&129270279,chr4&110476415
29959at7742,chr1&22108461,chr1&23399811,chr14&36280834,chr4&58022130,chr3&129687317,chr2&169128663
261523at7742,chr1&22278809,chr1&23538090,chr13&12528009,chr4&58101461,chr3&129808932,chr4&109815309
187791at7742,chr1&22497711,chr1&23723620,chr7&59677409,chr4&80968536,chr5&35557826,chr4&8440823
372062at7742,chr1&26915134,chr1&28197803,chr1&19649617,chr4&23790319,chr8&64947307,chr4&165079658
318965at7742,chr1&27079833,chr1&28469170,chr7&39738571,chr4&79928294,chr5&36475970,chr4&7043325
77680at7742,chr1&27886015,chr2&129454646,chr24&17048220,chr2&17448659,chr2&19222532,chr10&22927587
141264at7742,chr1&29702604,chr1&31352763,chr1&10066270,chr4&20321751,chr3&83023949,chr4&154584124
143888at7742,chr1&29822787,chr1&31537579,chr1&25651058,chr4&20293346,chr3&83055646,chr4&154536685
381106at7742,chr1&29986129,chr1&31728057,chr1&25181245,chr4&19876754,chr3&84088068,chr4&153344738
403226at7742,chr1&30458537,chr1&32149053,chr21&19368982,chr4&34618777,chr5&91360748,chr4&74748041
298413at7742,chr1&30554298,chr1&32244621,chr5&9147504,chr4&34596009,chr5&91949736,chr4&75482538
101303at7742,chr1&30739983,chr1&32465271,chr1&26467232,chr4&44783961,chr5&92151850,chr4&75746343
100623at7742,chr1&30993935,chr1&32692302,chr1&50539255,chr4&45641817,chr5&104459637,chr4&88007734
331986at7742,chr1&33000220,chr1&34801201,chr1&43714424,chr4&60974970,chr3&135271823,chr6&99174741
138249at7742,chr1&33334480,chr1&35111942,chr14&1203608,chr4&49243146,chr5&76974724,chr4&56467636
309596at7742,chr1&33747198,chr1&35419513,chr20&37844035,chrZ&52795241,chr5&108433175,chr4&681958
96693at7742,chr1&34239131,chr1&35808878,chr1&12308497,chrZ&52146188,chr4&44037118,chr9&36217365
31951at7742,chr1&43559884,chr1&45508771,chr7&39668843,chr4&79805096,chr5&36602624,chr4&6804594
322345at7742,chr1&46011470,chr1&48054331,chr14&20349,chr4&78596115,chr5&38086800,chr17&30068590
79920at7742,chr1&46183864,chr1&48219815,chr14&3718862,chrZ&53315630,chr5&108312925,chr4&499336
405980at7742,chr1&46357240,chr1&48391048,chr5&431994,chrZ&53725276,chr8&26158451,chr8&42837962
103690at7742,chr1&48389969,chr1&50389942,chr21&19324486,chr4&46447493,chr5&100762499,chr4&83407453
291229at7742,chr1&48518857,chr1&50529473,chr14&3516647,chrZ&53928345,chr8&25999448,chr8&43056347
261091at7742,chr1&48537884,chr1&50544554,chr13&9546374,chr4&34158110,chr8&25982874,chr8&43103549
375400at7742,chr1&53677658,chr1&55705399,chr1&26438792,chr4&38674097,chr3&133082429,chr4&105682733
62345at7742,chr1&59863111,chr1&61994533,chr1&12107994,chr4&60028656,chr3&138091055,chr4&99564096
410913at7742,chr1&60283177,chr1&62756872,chr13&12478065,chr4&60118915,chr7&104942119,chr13&36902772
231143at7742,chr1&64364719,chr1&66884684,chr14&49634439,chr13&13800250,chr18&60602083,chr4&119009847
359813at7742,chr1&64980510,chr1&67544896,chr7&57629514,chr4&54534573,chr6&66535527,chr4&120060118
297771at7742,chr1&66677172,chr1&69492249,chr5&38822174,chr4&34930706,chr5&96210163,chr4&77862849
418700at7742,chr1&68541077,chr1&71312265,chr5&39537195,chr4&45322203,chr5&98254412,chr4&80266825
215427at7742,chr1&72876234,chr1&75719496,chr21&214715,chr4&49938510,chr5&92416210,chr4&76115366
121505at7742,chr1&74265129,chr1&77139247,chr10&11328254,chr4&46294263,chr5&100444076,chr4&82928102
343091at7742,chr1&79220274,chr1&82338554,chr23&2183917,chr4&76737114,chr5&43609001,chr4&15435744
155235at7742,chr1&80542455,chr1&83743720,chr1&19418796,chr4&75971291,chr5&45493460,chr4&17577466
421281at7742,chr1&80578289,chr1&83779921,chr1&21309409,chr4&75969231,chr5&45520326,chr4&17614655
100655at7742,chr1&80908700,chr1&84162467,chr1&23557846,chr4&75897960,chr5&45670023,chr4&17811078
161775at7742,chr1&85821929,chr1&89830409,chr7&71437709,chr4&73527138,chr5&52643804,chr4&25123931
241208at7742,chr1&86140414,chr1&90158921,chr12&22645028,chr4&73496003,chr5&52783091,chr4&25312810
83097at7742,chr1&86244896,chr1&90267636,chr20&23475527,chr4&73479748,chr5&52834264,chr4&25377428
160383at7742,chr1&86897154,chr1&90977597,chr7&62248640,chr4&73141713,chr5&53819827,chr4&26617399
11104at7742,chr1&94959810,chr1&99054677,chr7&61082292,chr4&69914094,chr5&63708941,chr4&37418158
87643at7742,chr1&96272986,chr1&100413494,chr1&23243676,chr4&69316806,chr5&65263063,chr4&39288761
422319at7742,chr1&96498743,chr1&100679719,chr1&23299048,chr4&69212056,chr5&65450405,chr4&39552126
357871at7742,chr1&96956273,chr1&101167234,chr1&23398405,chr4&69002131,chr5&65892389,chr4&40243387
321832at7742,chr1&98541887,chr1&102782844,chr14&46343798,chr4&68356732,chr5&67248169,chr4&41935485
185742at7742,chr1&98663419,chr1&102914943,chr14&44793858,chr4&68331945,chr5&67307095,chr4&42001715
190526at7742,chr1&98760777,chr1&102981799,chr14&45213853,chr4&68290547,chr5&67398236,chr4&42117518
398354at7742,chr1&102464931,chr1&106571318,chr13&12378404,chr4&66814019,chr5&72159873,chr4&47451645
86856at7742,chr1&102856709,chr1&107013060,chr23&43874124,chr4&66591497,chr5&72514158,chr4&47858926
211328at7742,chr1&103365595,chr1&107562313,chr20&23447817,chr4&66447785,chr5&72914625,chr4&48341740
389352at7742,chr1&103441411,chr1&107647617,chr20&23431713,chr4&66445833,chr5&73007067,chr4&48483562
284061at7742,chr1&103981329,chr1&108210451,chr20&23173732,chr4&66162603,chr5&73635495,chr4&52023957
258449at7742,chr1&104025438,chr1&108254625,chr20&23162795,chr4&66145580,chr5&73651586,chr4&52051705
351522at7742,chr1&105970258,chr1&110278503,chr20&22194365,chr4&65130633,chr5&76140328,chr4&55346337
337000at7742,chr1&106021963,chr1&110306174,chr20&22187337,chr4&65119363,chr5&76184146,chr4&55396190
233977at7742,chr1&106528852,chr1&110841098,chr20&25740454,chr5&1095086,chr2&118926781,chr15&40471343
125886at7742,chr1&106757005,chr1&111060472,chr20&25645588,chr4&64787566,chr5&76876024,chr4&56338402
254518at7742,chr1&111100604,chr1&115499545,chr1&16463414,chr4&63137279,chr8&40512109,chr8&17247245
342980at7742,chr1&112028293,chr1&116323708,chr1&16675631,chr4&62763518,chr8&41397608,chr4&189941010
223443at7742,chr1&115048307,chr1&119377878,chr10&15341028,chrZ&20606755,chr13&104144138,chr5&65625061
392901at7742,chr1&117762781,chr1&122134806,chr8&16734083,chrZ&18970639,chr13&108052706,chr2&20529467
116667at7742,chr1&119548317,chr1&123957134,chr2&35603808,chr14&7296698,chr13&110395177,chr1&44800464
134679at7742,chr1&121288611,chr1&125701076,chr10&6888279,chrZ&16929304,chr13&112598945,chr5&55775386
147171at7742,chr1&121356582,chr1&125785041,chr10&6911248,chrZ&16884495,chr13&112669622,chr5&55626494
42074at7742,chr1&121622161,chr1&126048632,chr10&8154874,chrZ&16737521,chr13&112927838,chr5&55256488
377323at7742,chr1&122431262,chr1&127395776,chr21&9988045,chrZ&16628067,chr13&113209843,chr5&54979332
395764at7742,chr1&123530029,chr1&128578406,chr10&8947348,chrZ&15932096,chr13&114818244,chr5&53098602
183995at7742,chr1&126846701,chr1&132004802,chr5&52971486,chrZ&14183718,chr13&118380353,chr5&44808963
268813at7742,chr1&128600192,chr1&133725330,chr10&16840099,chrZ&8592273,chr4&43028165,chr9&35100035
51278at7742,chr1&128634787,chr1&133760222,chr10&17730597,chrZ&8578948,chr4&43017909,chr9&35089092
139946at7742,chr1&128704804,chr1&133827092,chr5&41496660,chrZ&8564228,chr4&43002984,chr9&35074108
5018at7742,chr1&128974261,chr1&134098009,chr5&41582643,chrZ&2176889,chr18&77938500,chr18&45852467
90690at7742,chr1&130038037,chr1&135638479,chr5&52101863,chrZ&2685125,chr18&78842452,chr18&44931110
58896at7742,chr1&133797835,chr1&139811338,chr7&24646640,chrZ&9126064,chr4&43567189,chr9&35737169
217762at7742,chr1&133919760,chr1&139936000,chr7&24631861,chrZ&9116954,chr4&43578968,chr9&35748766
394483at7742,chr1&135843094,chr1&141805357,chr21&11835531,chrZ&7615147,chr4&41464383,chr9&34339040
221031at7742,chr1&135964498,chr1&141928447,chr21&11867700,chrZ&7545846,chr4&41366897,chr9&34220915
333591at7742,chr1&136535230,chr1&142495951,chr21&12023922,chrZ&7103033,chr18&25138671,chr18&36796805
404316at7742,chr1&142341785,chr1&148366316,chr10&14488723,chrZ&7942308,chr4&41739354,chr9&34635632
277217at7742,chr1&143959130,chr1&149971084,chr21&19418969,chrZ&10348034,chr15&10981810,chr5&33989093
192451at7742,chr1&144024862,chr1&150043011,chr21&19446048,chrZ&10331465,chr15&11000817,chr5&33944648
199341at7742,chr1&145511162,chr1&151692668,chr21&10689436,chrZ&928587,chr18&65983851,chr18&59331093
223152at7742,chr1&147130698,chr1&153261614,chr21&1640682,chrZ&380944,chr18&64458083,chr18&57550712
197420at7742,chr1&153429969,chr1&159286406,chr8&32373077,chrZ&1061979,chr18&74943336,chr18&49562309
177658at7742,chr1&156387293,chr1&162166694,chr7&24494317,chr4&83173608,chr5&33898725,chr4&1983319
339768at7742,chr1&156473088,chr1&162230248,chr7&7696991,chr4&90957760,chr6&83121828,chr2&74455117
219560at7742,chr1&157980504,chr1&163798905,chr14&9581908,chr4&83906973,chr5&33654366,chr4&1717180
175033at7742,chr1&159683400,chr1&165538409,chr14&15070825,chr4&84434393,chr5&33368220,chr4&1339535
115070at7742,chr1&162179062,chr1&168132972,chr14&16127173,chr4&85464565,chr6&71881153,chr2&86106611
128400at7742,chr1&162236708,chr1&168185341,chr14&16094098,chr4&85480631,chr6&71831471,chr2&86144268
412708at7742,chr1&162303281,chr1&168246310,chr17&43512995,chr4&85493340,chr6&71816099,chrX&12824957
129053at7742,chr1&162607940,chr1&168575654,chr14&16084235,chr4&85609477,chr6&71494663,chr2&86603843
129943at7742,chr1&163547333,chr1&169435177,chr5&2724401,chr4&88667783,chr2&130614245,chr20&3146776
155537at7742,chr1&166224771,chr1&172313589,chr1&42776942,chr4&87572581,chr6&77243562,chr2&80302251
332125at7742,chr1&168685084,chr1&174926524,chr13&13930526,chr4&86173165,chr6&70766554,chr2&88717593
240403at7742,chr1&176326375,chr1&184249520,chr14&5835292,chr4&90826283,chr6&83054696,chr2&74526800
260062at7742,chr1&178279861,chr1&187116154,chr5&43073654,chr4&90985865,chr6&83152766,chr2&74422154
12300at7742,chr2&2855405,chr2&3957210,chr24&20333107,chr2&4751686,chr9&119102668,chr3&38039226
80808at7742,chr2&4459529,chr2&5807634,chr19&2791119,chr2&131213171,chr15&76703741,chr8&144511431
60142at7742,chr2&13054216,chr2&14763643,chr2&48087205,chr2&11482427,chr13&6542085,chr10&3138031
435525at7742,chr2&13666609,chr2&17192516,chr19&25526592,chr2&24478751,chr6&6956027,chr7&97161781
184707at7742,chr2&14815780,chr2&18375704,chr19&41041501,chr2&23652470,chr6&4674287,chr7&94584451
81756at7742,chr2&14871907,chr2&18429822,chr19&41003887,chr2&23622363,chr6&4600755,chr7&94509677
422403at7742,chr2&15419506,chr2&18982111,chr19&40900208,chr2&23398318,chr6&4077881,chr7&150749736
303797at7742,chr2&16349696,chr2&19976300,chr19&40352338,chr2&22918192,chr6&3457989,chr7&93189912
371168at7742,chr2&17932034,chr2&21549340,chr2&30904125,chr2&85628835,chr4&40936587,chr9&33255219
93020at7742,chr2&17962546,chr2&21590621,chr24&16856006,chr2&79164901,chr13&68562288,chr5&7869134
81484at7742,chr2&18779769,chr2&22513292,chr16&27508477,chr2&89122196,chr4&48437847,chr9&100306825
206164at7742,chr2&19005674,chr2&22767113,chr16&27417968,chr2&89273342,chr4&48194608,chr9&99982612
363317at7742,chr2&19055136,chr2&22818987,chr16&27384977,chr2&89305659,chr4&48131827,chr9&99915240
226477at7742,chr2&19436561,chr2&23197495,chr16&27216500,chr2&89697618,chr4&47471559,chr9&99217934
178561at7742,chr2&20470326,chr2&24501245,chr2&2184812,chr2&2125379,chr9&121798080,chr3&42708980
309958at7742,chr2&20776257,chr2&24833370,chr2&3416888,chr2&2389685,chr11&59158265,chr1&228165817
291464at7742,chr2&23729934,chr2&28009207,chr24&7324549,chr2&6847026,chr5&25692113,chr7&152648642
82704at7742,chr2&25408693,chr2&29775896,chr2&29903192,chr2&7746352,chr5&27734808,chr7&154946334
227342at7742,chr2&26964711,chr2&31492789,chr7&40715897,chr2&8493487,chr5&29195986,chr7&156635645
194260at7742,chr2&27173632,chr2&31701182,chr7&40641371,chr2&8600795,chr5&29434678,chr7&156949738
42538at7742,chr2&27292817,chr2&31815836,chr7&40585827,chr2&8668514,chr5&29570945,chr7&157155884
39294at7742,chr2&28361824,chr2&32945126,chr7&40202640,chr2&9508795,chr12&116407233,chr7&158641464
228525at7742,chr2&32933366,chr2&37538343,chr12&23647851,chr2&15013887,chr18&4332306,chr10&30434068
151078at7742,chr2&32985842,chr2&37602394,chr12&23645053,chr2&14997515,chr18&4366300,chr10&30304307
51066at7742,chr2&42224298,chr2&47795713,chr16&47273639,chr2&24775492,chr6&8214806,chr7&7572476
64473at7742,chr2&42659338,chr2&48053917,chr19&2064794,chr2&28955317,chr12&35064808,chr7&17777520
279373at7742,chr2&44017025,chr2&49506983,chr19&2397333,chr2&29750765,chr12&33429655,chr7&19698316
115767at7742,chr2&44308720,chr2&49843105,chr16&19640675,chr2&29902111,chr12&119440664,chr7&20140946
100494at7742,chr2&44457245,chr2&50010454,chr19&2271578,chr2&29980863,chr12&119163117,chr7&20347068
173797at7742,chr2&46100186,chr2&51843856,chr19&2633464,chr2&30897410,chr5&23964784,chr7&22945589
378656at7742,chr2&46258943,chr2&52002378,chr19&619305,chr2&30978032,chr5&24165077,chr7&23182086
268237at7742,chr2&46283049,chr2&52024719,chr19&20251860,chr2&31127851,chr6&49034787,chr7&23253279
409719at7742,chr2&46343294,chr2&52078668,chr16&54780721,chr2&31145533,chr6&49073947,chr7&23299395
389667at7742,chr2&46593855,chr2&52329663,chr19&20173759,chr2&31320115,chr6&49334060,chr7&23611316
136464at7742,chr2&50401431,chr2&56548542,chr19&20761810,chr2&37863075,chr14&16249367,chr3&25719460
332423at7742,chr2&50597812,chr2&56752195,chr19&1618641,chr2&38165093,chr14&15357825,chr3&26709673
376105at7742,chr2&51594897,chr2&57821261,chr16&55083267,chr2&38775944,chr9&118037683,chr3&28324042
258997at7742,chr2&57648000,chr2&64337807,chr2&13225219,chr2&67810495,chr1&106724902,chr18&63331782
99440at7742,chr2&58644193,chr2&65413816,chr19&27858806,chr2&79786863,chr13&69612093,chr5&6587452
422495at7742,chr2&58782988,chr2&65581244,chr19&27970481,chr2&79858807,chr13&69809844,chr5&6372503
425163at7742,chr2&62307111,chr2&69173210,chr19&28281295,chr2&85983045,chr7&81161393,chr3&135949291
296937at7742,chr2&64480364,chr2&71525986,chr19&19188838,chr2&41826161,chr9&105053421,chr3&131462723
70131at7742,chr2&65702683,chr2&72844639,chr24&23669393,chr2&68316321,chr1&105535361,chr18&62045856
393288at7742,chr2&65887075,chr2&73033748,chr2&27869982,chr2&68504700,chr1&105284219,chr18&61815852
196730at7742,chr2&66524789,chr2&73790304,chr2&27957968,chr2&69157766,chr15&12810712,chr5&31532393
47172at7742,chr2&66546901,chr2&73812868,chr12&13332629,chr2&69170917,chr15&12833836,chr5&31401432
124120at7742,chr2&75877015,chr2&83735731,chr19&627935,chr2&85736141,chr13&73627030,chr5&1247561
362141at7742,chr2&76495393,chr2&84430647,chr16&26851143,chr2&83907366,chr18&24106527,chr18&35468611
87193at7742,chr2&76563214,chr2&84496067,chr16&27127930,chr2&84203415,chr4&56880247,chr9&109048056
125236at7742,chr2&78760164,chr2&86893389,chr13&15941869,chr2&80749232,chr11&11801002,chr7&50445263
144645at7742,chr2&83099627,chr2&91309087,chr24&17334926,chr2&54400379,chr6&47796488,chr7&149003794
280642at7742,chr2&86651231,chr2&95062724,chr2&49844734,chr2&51606966,chr2&127073328,chr7&43780883
174966at7742,chr2&87308695,chr2&95784855,chr16&20167891,chr2&33998156,chr14&31608011,chr3&15560865
270868at7742,chr2&88006801,chr2&96620315,chr19&20274863,chr2&34299157,chr14&32085368,chr3&16277309
123156at7742,chr2&90626358,chr2&99374291,chr16&49629908,chr2&35741112,chr17&53398946,chr3&19879631
405703at7742,chr2&90844851,chr2&99597974,chr19&48351553,chr2&35837822,chrX&92575188,chr3&20170704
88808at7742,chr2&91144385,chr2&99928597,chr19&34751687,chr2&88491720,chr4&56809179,chr9&108942250
403632at7742,chr2&91261864,chr2&100051894,chr19&34742780,chr2&88550404,chr4&56802612,chr9&108934487
362170at7742,chr2&93187033,chr2&101975445,chr19&43969583,chr2&22622635,chr5&3641390,chr7&92447730
81689at7742,chr2&93277587,chr2&102071404,chr19&45991294,chr2&22514506,chr5&3806467,chr7&92200736
153924at7742,chr2&94985660,chr2&103715009,chr19&421619,chr28&1663794,chr17&56764856,chr19&5785203
75780at7742,chr2&97331527,chr2&106136175,chr16&28532723,chr2&20537633,chr2&3163396,chr10&15211976
377177at7742,chr2&97469458,chr2&106291459,chr16&28593154,chr2&20617018,chr2&3329021,chr10&15103315
138339at7742,chr2&97541750,chr2&106375320,chr16&28602446,chr2&20645002,chr5&8966852,chr7&87345206
319001at7742,chr2&98506583,chr2&107346299,chr16&23891547,chr2&21718935,chr8&33191196,chr7&90346581
239444at7742,chr2&99258567,chr2&108083907,chr2&3603795,chr2&20128049,chr2&12973241,chr10&16472546
252307at7742,chr2&99859687,chr2&108759790,chr24&32151728,chr2&19821163,chr2&13511518,chr10&17149040
337917at7742,chr2&101477115,chr2&110812257,chr19&31581978,chr2&90223976,chr13&24803381,chr6&24706137
416499at7742,chr2&101509241,chr2&110826625,chr19&31576918,chr2&90236760,chr13&24818035,chr6&24678935
241887at7742,chr2&101665394,chr2&111036567,chr16&10263123,chr2&57854352,chr13&24993078,chr6&24403089
382095at7742,chr2&101897156,chr2&111321103,chr16&221748,chr2&57939910,chr13&25253353,chr6&24134328
65634at7742,chr2&106272212,chr2&115797520,chr19&46017788,chr2&62037343,chr13&46681158,chr6&17616097
434678at7742,chr2&109797831,chr2&119625730,chr19&3718714,chr2&63125322,chr13&41255128,chr6&11122582
277616at7742,chr2&110528865,chr2&120440477,chr24&9673640,chr2&42275721,chr9&104047603,chr3&132660538
246301at7742,chr2&111531313,chr2&121509510,chr2&23613214,chr2&65547642,chr13&35887603,chr6&4982501
136142at7742,chr2&112176709,chr2&122233439,chr2&905758,chr2&66321758,chr13&34009657,chr6&3076824
33527at7742,chr2&112444662,chr2&122519683,chr24&9695184,chr2&42590988,chr9&103305037,chr3&133601250
242394at7742,chr2&113185446,chr2&123286650,chr24&36150319,chr2&62101245,chr13&41001330,chr6&10694986
298043at7742,chr2&113511798,chr2&123666503,chr20&52828523,chr2&62211425,chr13&43151894,chr6&13295752
299325at7742,chr2&114945862,chr2&125114053,chr19&2867014,chr2&43051438,chr9&123113266,chr3&44976278
249120at7742,chr2&118189289,chr2&128429165,chr24&17126038,chr2&18048559,chr2&18045610,chr10&21515096
376479at7742,chr2&119265078,chr2&129611526,chr2&29710857,chr2&17416406,chr2&19445861,chr10&23192531
301301at7742,chr2&119431872,chr2&129770325,chr24&9298198,chr2&17356029,chr2&19658062,chr10&23439458
257487at7742,chr2&122782306,chr2&133208280,chr24&6015644,chr2&16095018,chr2&22901775,chr10&26702562
151777at7742,chr2&125564849,chr2&136198975,chr2&374886,chr2&67573719,chr13&32802238,chr6&2765623
60569at7742,chr2&127409879,chr2&138088464,chr20&26572671,chr2&66497500,chr13&30815298,chr6&529371
219805at7742,chr2&132876469,chr2&143413657,chr16&52969514,chr2&55539444,chr13&73913244,chr5&892999
106344at7742,chr2&133783620,chr2&144313982,chr14&467104,chr2&87803977,chr4&47010131,chr9&98736519
358209at7742,chr2&133836888,chr2&144374208,chr24&12630271,chr2&88921588,chr13&74303950,chr5&295819
320550at7742,chr2&133867635,chr2&144407838,chr24&42102593,chr3&35970929,chr1&172376699,chr1&160030468
307789at7742,chr2&134800279,chr2&145728099,chr16&40338635,chr2&41352319,chr14&31479635,chr3&15411256
64336at7742,chr2&134908956,chr2&145838415,chr16&36169760,chr2&41439331,chr14&31336882,chr3&15206496
406466at7742,chr2&139093268,chr2&150903859,chr16&43345244,chr2&51155644,chr13&14610486,chr7&42932387
344436at7742,chr3&1051913,chr3&1268234,chr10&42900631,chrZ&63941652,chr13&91797136,chr5&81304758
323438at7742,chr3&7327363,chr3&7665073,chr5&48659747,chrZ&59921331,chr13&81711529,chr5&90461167
23568at7742,chr3&11625030,chr3&11881972,chr5&50817382,chrZ&57630370,chr13&76108194,chr5&95464607
137258at7742,chr3&11754534,chr3&11994387,chr5&50899531,chrZ&57618508,chr13&76062256,chr5&95555279
133713at7742,chr3&11860307,chr3&12092128,chr21&11781550,chrZ&57555733,chr13&75874415,chr5&95730877
165997at7742,chr3&13035251,chr3&13270067,chr5&41639796,chrZ&51623615,chr17&17374605,chr5&97163061
225242at7742,chr3&13895230,chr3&14025248,chr5&52259296,chrZ&51423278,chr17&15807145,chr5&98774071
56183at7742,chr3&16164016,chr3&16211447,chr10&5695155,chrZ&50129814,chr1&97821810,chr5&102894061
257196at7742,chr3&19645559,chr3&19878615,chr5&55921505,chrZ&46909161,chr18&31583191,chr5&110739120
235335at7742,chr3&20710789,chr3&20929568,chr10&6473954,chrZ&46040658,chr18&44380634,chr5&112976934
254455at7742,chr3&21989240,chr3&22289172,chr8&412542,chrZ&79005407,chr18&46241520,chr5&115212402
326687at7742,chr3&22042334,chr3&22333518,chr8&11153,chrZ&79023093,chr18&46283256,chr5&115267876
379193at7742,chr3&26044282,chr3&26528046,chr8&68994,chrZ&71400261,chr18&51283954,chr5&120671324
75305at7742,chr3&27508192,chr3&28144984,chr8&104130,chrZ&81324892,chr18&52850014,chr5&122403238
104369at7742,chr3&28304002,chr3&28942148,chr8&244952,chrZ&81711135,chr18&53683233,chr5&123346519
236439at7742,chr3&30546595,chr3&31467212,chr10&16029338,chrZ&56385555,chr18&56573040,chr5&126600963
352334at7742,chr3&38129116,chr3&39298059,chr8&49706693,chrZ&40025774,chr13&58233611,chr9&83739697
331581at7742,chr3&38249393,chr3&39433438,chr8&49730225,chrZ&40060100,chr13&58381780,chr9&83939511
87012at7742,chr3&39590433,chr3&40795433,chr8&49929769,chrZ&40746382,chr13&59575349,chr9&85941920
154706at7742,chr3&40803956,chr3&42065054,chr8&30245569,chrZ&41502974,chr13&63015167,chr9&94759784
279227at7742,chr3&41906182,chr3&43158273,chr8&1213090,chrZ&42177767,chr13&64135314,chr9&96388237
366862at7742,chr3&41950705,chr3&43199216,chr21&20397032,chrZ&42191547,chr13&64161986,chrX&68783451
390810at7742,chr3&42111568,chr3&43373347,chr8&1270154,chrZ&42275237,chr13&64292101,chr9&96641759
143611at7742,chr3&42364546,chr3&43633477,chr22&10737090,chr8&12319580,chr3&116594892,chr1&100095771
226375at7742,chr3&45027511,chr3&46433361,chr10&5417583,chrZ&44358514,chr13&52967478,chr9&91409346
433255at7742,chr3&45877415,chr3&47271511,chr10&4964526,chrZ&44895621,chr11&54841132,chr5&131171021
245299at7742,chr3&49015956,chr3&50593674,chr8&30426140,chrZ&25696868,chr19&24920593,chr9&65675977
285589at7742,chr3&49764941,chr3&51365234,chr5&45000801,chrZ&26009162,chr19&25610799,chr9&977002
192462at7742,chr3&49836781,chr3&51436790,chr5&45008442,chrZ&26043894,chr19&25673452,chr9&1051614
62216at7742,chr3&50753450,chr3&52398345,chr10&15255306,chrZ&26557530,chr19&27217615,chr9&2622190
133596at7742,chr3&50822592,chr3&52456349,chr10&15316352,chrZ&26615439,chr19&27390181,chr9&2804331
66944at7742,chr3&52083429,chr3&53706122,chr7&61966142,chrZ&68709288,chr4&94569347,chr9&26905511
410850at7742,chr3&52120888,chr3&53759324,chr7&73838694,chrZ&68690379,chr4&94501025,chr9&26842301
285301at7742,chr3&55259022,chr3&57444334,chr1&26111069,chrZ&78808979,chr4&89137492,chr9&21812716
21546at7742,chr3&55592638,chr3&57810713,chr7&18883568,chrZ&34159000,chr4&88210543,chr9&20714748
241220at7742,chr3&56933274,chr3&59214819,chr14&52569527,chrZ&70975841,chr4&46116845,chr9&97602469
318704at7742,chr3&58498521,chr3&60953150,chr1&19630197,chrZ&81832653,chr4&45018672,chr9&37486048
43285at7742,chr3&59324519,chr3&61888232,chr21&19872829,chr4&49471965,chr8&35588373,chr8&8872570
261072at7742,chr3&59456426,chr3&62005955,chr21&19894895,chr4&49511030,chr8&35450867,chr8&9003064
166600at7742,chr3&60235022,chr3&62859917,chr14&52408663,chr4&49197876,chr5&77294360,chr4&56963450
